OMIM:103580 ! PSEUDOHYPOPARATHYROIDISM, TYPE IA	DC:0000662 ! Pseudohypoparathyroidism	Orphanet:665 ! Albright hereditary osteodystrophy,Orphanet:79443 ! Pseudohypoparathyroidism type 1A		DOID:0080053 ! Albright's hereditary osteodystrophy	
OMIM:103780 ! Alcoholism				DOID:0050741 ! alcohol dependence	
OMIM:103900 ! Glucocorticoid-Remediable Aldosteronism	DC:0000193 ! Hyperaldosteronism, Familial	Orphanet:403 ! Familial hyperaldosteronism type 1		DOID:14080 ! glucocorticoid-remediable aldosteronism	
OMIM:103920 ! Allergic Bronchopulmonary Aspergillosis, Familial		Orphanet:1164 ! Allergic bronchopulmonary aspergillosis		DOID:13166 ! allergic bronchopulmonary aspergillosis	
OMIM:104000 ! Alopecia Areata 1	DC:0000016 ! Alopecia, Isolated	Orphanet:700 ! Alopecia totalis,Orphanet:701 ! Alopecia universalis	OMIM:PS203655 ! Alopecia, isolated	DOID:986 ! alopecia areata	
OMIM:104100 ! Palmoplantar Keratoderma and Congenital Alopecia, Autosomal Dominant		Orphanet:1010 ! Autosomal dominant palmoplantar keratoderma and congenital alopecia			
OMIM:104110 ! Alopecia, Familial Focal					
OMIM:104130 ! Alopecia, Psychomotor Epilepsy, Pyorrhea, and Mental Subnormality		Orphanet:1008 ! Alopecia - epilepsy - pyorrhea - intellectual disability			
OMIM:104150		Orphanet:173230 ! alpha-fetoprotein			
OMIM:104200 ! Alport syndrome, dominant type	DC:0000019 ! Alport Syndrome	Orphanet:63 ! Alport syndrome,Orphanet:88918 ! Autosomal dominant Alport syndrome		DOID:10983 ! Alport syndrome	
OMIM:104290 ! Alternating hemiplegia of childhood 1	DC:0000480 ! Alternating Hemiplegia of Childhood	Orphanet:2131 ! Alternating hemiplegia of childhood	OMIM:PS104290 ! Alternating hemiplegia of childhood	DOID:0050635 ! alternating hemiplegia of childhood	
OMIM:104300 ! Alzheimer Disease; AD	DC:0000020 ! Alzheimer Disease	Orphanet:1020 ! Early-onset autosomal dominant Alzheimer disease		DOID:10652 ! Alzheimer's disease	
OMIM:104310 ! Alzheimer disease type 2	DC:0000020 ! Alzheimer Disease	Orphanet:1020 ! Early-onset autosomal dominant Alzheimer disease		DOID:10652 ! Alzheimer's disease	
OMIM:104311		Orphanet:118099 ! presenilin 1			
OMIM:104350 ! Amastia, Bilateral, with Ureteral Triplication and Dysmorphism					
OMIM:104400 ! Amelia and Terminal Transverse Hemimelia					
OMIM:104500 ! Amelogenesis Imperfecta, Type IB	DC:0000022 ! Amelogenesis Imperfecta	Orphanet:100031 ! Hypoplastic amelogenesis imperfecta,Orphanet:88661 ! Amelogenesis imperfecta	OMIM:PS104500 ! Amelogenesis imperfecta	DOID:2187 ! amelogenesis imperfecta	
OMIM:104510 ! Amelogenesis Imperfecta, Type IV	DC:0000022 ! Amelogenesis Imperfecta	Orphanet:100034 ! Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism,Orphanet:88661 ! Amelogenesis imperfecta	OMIM:PS104500 ! Amelogenesis imperfecta	DOID:2187 ! amelogenesis imperfecta	
OMIM:104530 ! Amelogenesis imperfecta local hypoplastic form	DC:0000022 ! Amelogenesis Imperfecta	Orphanet:100031 ! Hypoplastic amelogenesis imperfecta,Orphanet:88661 ! Amelogenesis imperfecta		DOID:2187 ! amelogenesis imperfecta	
OMIM:104570 ! Ameloonychohypohidrotic Syndrome		Orphanet:1028 ! Amelo-onycho-hypohidrotic syndrome			
OMIM:104600 ! Amenorrhea-Galactorrhea Syndrome					
OMIM:105120 ! Meretoja syndrome		Orphanet:85448 ! Familial amyloidosis, Finnish type		DOID:0050637 ! Finnish type amyloidosis	
OMIM:105150 ! CEREBRAL AMYLOID ANGIOPATHY, CST3-RELATED	DC:0000073 ! Cerebral Amyloid Angiopathy	Orphanet:100008 ! Hereditary cerebral hemorrhage with amyloidosis, Icelandic type,Orphanet:85458 ! Hereditary cerebral hemorrhage with amyloidosis		DOID:9246 ! cerebral amyloid angiopathy	
OMIM:105200 ! Amyloidosis, familial visceral		Orphanet:85450 ! Familial renal amyloidosis		DOID:0050636 ! familial visceral amyloidosis	
OMIM:105210 ! Amyloidosis, Hereditary, Transthyretin-Related		Orphanet:85447 ! Familial amyloid polyneuropathy,Orphanet:85451 ! Transthyretin-related familial amyloid cardiomyopathy		DOID:0050638 ! transthyretin amyloidosis	
OMIM:105250 ! Amyloidosis, primary localized cutaneous, 1	DC:0000023 ! Amyloidosis, Primary Localized Cutaneous	Orphanet:353220 ! Familial primary localized cutaneous amyloidosis	OMIM:PS105250 ! Amyloidosis, primary localized cutaneous	DOID:0050639 ! primary cutaneous amyloidosis	
OMIM:105300 ! Amyotrophic Dystonic Paraplegia					
OMIM:105400 ! Amyotrophic lateral sclerosis 1	DC:0000024 ! Amyotrophic Lateral Sclerosis	Orphanet:803 ! Amyotrophic lateral sclerosis	OMIM:PS105400 ! Amyotrophic lateral sclerosis	DOID:0060193 ! amyotrophic lateral sclerosis type 1,DOID:332 ! amyotrophic lateral sclerosis	
OMIM:105500 ! AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1		Orphanet:90020 ! Amyotrophic lateral sclerosis-parkinsonism-dementia complex			
OMIM:105550 ! FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS		Orphanet:275872 ! Frontotemporal dementia with motor neuron disease	OMIM:PS105550,PS105400		
OMIM:105563 ! Anal sphincter dysplasia					
OMIM:105565 ! Anal Sphincter Myopathy, Internal					
OMIM:105570 ! Androstenone, Ability to Smell					
OMIM:105580 ! Anal Canal Carcinoma				DOID:6126 ! anal canal carcinoma,DOID:7173 ! cloacogenic carcinoma	
OMIM:105600 ! Dyserythropoietic anemia, congenital, type III	DC:0000026 ! Anemia, Congenital Dyserythropoietic	Orphanet:98870 ! Congenital dyserythropoietic anemia type III	OMIM:PS224120 ! Anemia, congenital dyserythropoietic	DOID:1338 ! congenital dyserythropoietic anemia	
OMIM:105650 ! Anemia, Diamond-Blackfan 1	DC:0000025 ! Diamond-Blackfan Anemia	Orphanet:124 ! Blackfan-Diamond anemia	OMIM:PS105650 ! Diamond-Blackfan anemia	DOID:1339 ! Diamond-Blackfan anemia	
OMIM:105800 ! Aneurysm, Intracranial Berry, 1	DC:0000027 ! Aneurysm, Intracranial Berry	Orphanet:231160 ! Familial cerebral saccular aneurysm	OMIM:PS105800 ! Aneurysm, intracranial berry	DOID:0060228 ! intracranial berry aneurysm	
OMIM:105805 ! Aneurysm of Interventricular Septum		Orphanet:99092 ! Interventricular septum aneurysm			
OMIM:105830 ! Angelman Syndrome		Orphanet:72 ! Angelman syndrome		DOID:1932 ! Angelman syndrome	
OMIM:105835 ! Angel-Shaped Phalangoepiphyseal Dysplasia; ASPED		Orphanet:63442 ! Angel-shaped phalango-epiphyseal dysplasia			
OMIM:106050 ! Angioma Serpiginosum, Autosomal Dominant	DC:0000471 ! Angioma Serpiginosum	Orphanet:95429 ! Angioma serpiginosum		DOID:4028 ! angioma serpiginosum	
OMIM:106070 ! Angioma, Hereditary Neurocutaneous		Orphanet:1062 ! Hereditary neurocutaneous angioma			
OMIM:106100 ! ANGIOEDEMA, HEREDITARY, TYPE I; HAE1	DC:0000028 ! Hereditary Angioedemas	Orphanet:100050 ! Hereditary angioedema type 1,Orphanet:100051 ! Hereditary angioedema type 2,Orphanet:91378 ! Hereditary angioedema		DOID:14735 ! hereditary angioedema	
OMIM:106190 ! Anhidrosis, Familial Generalized, with Normal Sweat Glands					
OMIM:106210 ! Aniridia; AN		Orphanet:250923 ! Isolated aniridia		DOID:12271 ! aniridia	
OMIM:106220 ! Aniridia and Absent Patella		Orphanet:1069 ! Aniridia - absent patella			
OMIM:106230 ! Aniridia, Microcornea, and Spontaneously Reabsorbed Cataract					
OMIM:106240 ! Anisocoria					
OMIM:106250 ! Ankyloblepharon filiforme adnatum cleft palate		Orphanet:1072 ! Ankyloblepharon filiforme adnatum - cleft palate			
OMIM:106260 ! ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE		Orphanet:1071 ! Ankyloblepharon - ectodermal defects - cleft lip/palate			
OMIM:106280 ! Ankyloglossia					
OMIM:106300 ! SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, 1	DC:0000417 ! Spondyloarthropathy		OMIM:PS106300 ! Spondyloarthropathy, susceptibility to	DOID:1123 ! spondyloarthropathy	
OMIM:106400 ! Ankylosing Vertebral Hyperostosis with Tylosis		Orphanet:2206 ! Ankylosing vertebral hyperostosis with tylosis		DOID:6652 ! diffuse idiopathic skeletal hyperostosis	
OMIM:106500 ! Annular Erythema					
OMIM:106600 ! TOOTH AGENESIS, SELECTIVE, 1	DC:0000439 ! Tooth Agenesis, Selective	Orphanet:99798 ! Oligodontia	OMIM:PS106600 ! Tooth agenesis, selective	DOID:0050591 ! tooth agenesis	
OMIM:106700 ! TOTAL ANOMALOUS PULMONARY VENOUS RETURN 1		Orphanet:99125 ! Congenital total pulmonary venous return anomaly		DOID:4297 ! scimitar syndrome	
OMIM:106750 ! Anonychia with Flexural Pigmentation		Orphanet:69125 ! Anonychia with flexural pigmentation			
OMIM:106900 ! Anonychia-Ectrodactyly					
OMIM:106990 ! Anonychia-Onychodystrophy with Brachydactyly Type B and Ectrodactyly					
OMIM:106995 ! Anonychia-Onychodystrophy with Hypoplasia or Absence of Distal Phalanges		Orphanet:1487 ! Cooks syndrome			
OMIM:107000 ! Nail Disorder, Nonsyndromic Congenital, 6; NDNC6	DC:0000310 ! Nail Disorder, Nonsyndromic Congenital	Orphanet:79143 ! Congenital anonychia,Orphanet:90390 ! Anonychia - onychodystrophy	OMIM:PS161050 ! Nail disorder, nonsyndromic congenital		
OMIM:107100 ! Anorectal Anomalies		Orphanet:557 ! Isolated anorectal malformation			
OMIM:107200 ! Congenital anosmia		Orphanet:88620 ! Isolated congenital anosmia		DOID:0050333 ! congenital anosmia	
OMIM:107250 ! Anterior segment mesenchymal dysgenesis		Orphanet:88632 ! Familial ocular anterior segment mesenchymal dysgenesis			
OMIM:107320 ! Familial antiphospholipid syndrome				DOID:2988 ! antiphospholipid syndrome	
OMIM:107480 ! Townes-Brocks syndrome		Orphanet:857 ! Townes-Brocks syndrome		DOID:0050887 ! Townes-Brocks syndrome	
OMIM:107500 ! Aortic Arch Anomaly with Peculiar Facies and Mental Retardation		Orphanet:1110 ! Aortic arch anomaly - peculiar facies - intellectual disability			
OMIM:107550 ! Aortic Arch Interruption, Facial Palsy, and Retinal Coloboma					
OMIM:107600 ! Aplasia Cutis Congenita, Nonsyndromic; ACC		Orphanet:1114 ! Circumscribed cutaneous aplasia of the vertex			
OMIM:107640 ! Apnea, Central Sleep	DC:0000472 ! Apnea			DOID:9220 ! central sleep apnea	
OMIM:107650 ! Apnea, Obstructive Sleep	DC:0000472 ! Apnea			DOID:0050848 ! obstructive sleep apnea	
OMIM:107680 ! Apolipoprotein A-I; APOA1		Orphanet:121380 ! apolipoprotein A-I			
OMIM:107700 ! Appendicitis, Proneness to					
OMIM:107730 ! Apolipoprotein B; APOB		Orphanet:121386 ! apolipoprotein B			
OMIM:107741 ! Apolipoprotein E; APOE		Orphanet:121390 ! apolipoprotein E	OMIM:PS603075 ! Macular degeneration, age-related		
OMIM:107900 ! Arms, Malformation of					
OMIM:107970 ! Arrhythmogenic Right Ventricular Dysplasia, Familial, 1	DC:0000036 ! Arrhythmogenic Right Ventricular Dysplasia, Familial	Orphanet:217656 ! Familial isolated arrhythmogenic right ventricular dysplasia,Orphanet:3403 ! Uhl anomaly	OMIM:PS107970 ! Arrhythmogenic right ventricular dysplasia	DOID:0050431 ! arrhythmogenic right ventricular cardiomyopathy	
OMIM:108000 ! Arteries, Anomalies of					
OMIM:108010 ! ARTERIOVENOUS MALFORMATIONS OF THE BRAIN		Orphanet:46724 ! Cerebral arteriovenous malformation			
OMIM:108050 ! Arteritis, Familial Granulomatous, with Juvenile Polyarthritis					
OMIM:108100 ! Arthritis, Sacroiliac					
OMIM:108110 ! Arthrogryposis Multiplex Congenita; AMC	DC:0000474 ! Arthrogryposis Multiplex Congenita	Orphanet:1037 ! Arthrogryposis multiplex congenita			
OMIM:108120 ! ARTHROGRYPOSIS, DISTAL, TYPE 1A	DC:0000038 ! Arthrogryposis, Distal	Orphanet:1146 ! Digitotalar dysmorphism		DOID:0050646 ! distal arthrogryposis	
OMIM:108145 ! Arthrogryposis, Distal, Type 5; DA5	DC:0000038 ! Arthrogryposis, Distal	Orphanet:1154 ! Arthrogryposis with oculomotor limitation and electroretinal anomalies		DOID:0050646 ! distal arthrogryposis	
OMIM:108200 ! Arthrogryposis, Distal, Type 6; DA6	DC:0000038 ! Arthrogryposis, Distal	Orphanet:1144 ! Arthrogryposis-like hand anomaly - sensorineural deafness		DOID:0050646 ! distal arthrogryposis	
OMIM:108300 ! Stickler syndrome, type 1	DC:0000422 ! Stickler Syndrome	Orphanet:828 ! Stickler syndrome,Orphanet:90653 ! Stickler syndrome type 1	OMIM:PS108300 ! Stickler syndrome	DOID:0080046 ! Stickler syndrome	
OMIM:108320 ! Artichoke, Modification of Taste By					
OMIM:108330					
OMIM:108345					
OMIM:108370		Orphanet:394593 ! asparagine synthetase (glutamine-hydrolyzing)			
OMIM:108390 ! Asparagus, Specific Smell Hypersensitivity					
OMIM:108450 ! Asymmetric Short Stature Syndrome					
OMIM:108500 ! EPISODIC ATAXIA, TYPE 2	DC:0000140 ! Episodic Ataxia	Orphanet:97 ! Familial paroxysmal ataxia	OMIM:PS160120 ! Episodic ataxia	DOID:963 ! episodic ataxia	
OMIM:108600 ! SPASTIC ATAXIA 1, AUTOSOMAL DOMINANT	DC:0000409 ! Spastic Ataxia	Orphanet:251282 ! Autosomal dominant spastic ataxia 1	OMIM:PS108600 ! Spastic ataxia		
OMIM:108650 ! Spastic Ataxia 7, Autosomal Dominant; SPAX7	DC:0000409 ! Spastic Ataxia	Orphanet:1182 ! Spastic ataxia with congenital miosis			
OMIM:108700 ! Ataxia with Fasciculations					
OMIM:108720 ! Atelosteogenesis, type 1	DC:0000040 ! Atelosteogenesis	Orphanet:1190 ! Atelosteogenesis type I	OMIM:PS108720 ! Atelosteogenesis	DOID:0050648 ! atelosteogenesis	
OMIM:108721 ! ATELOSTEOGENESIS, TYPE III	DC:0000040 ! Atelosteogenesis	Orphanet:56305 ! Atelosteogenesis type III	OMIM:PS108720 ! Atelosteogenesis	DOID:0050648 ! atelosteogenesis	
OMIM:108725 ! ATHEROSCLEROSIS SUSCEPTIBILITY; ATHS					
OMIM:108760 ! Atresia of External Auditory Canal and Conductive Deafness		Orphanet:141074 ! External auditory canal aplasia/hypoplasia			
OMIM:108770 ! Atrial Standstill		Orphanet:1344 ! Atrial stand still			
OMIM:108800 ! Atrial Septal Defect 1	DC:0000043 ! Atrial Septal Defect	Orphanet:1478 ! Interauricular communication	OMIM:PS108800 ! Atrial septal defect	DOID:1882 ! atrial heart septal defect	
OMIM:108900 ! ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS	DC:0000043 ! Atrial Septal Defect	Orphanet:1479 ! Atrial septal defect - atrioventricular conduction defects	OMIM:PS108800 ! Atrial septal defect	DOID:1882 ! atrial heart septal defect	
OMIM:108950 ! Atrial Tachyarrhythmia with Short PR Interval		Orphanet:844 ! Atrial tachyarrhythmia with short PR interval			
OMIM:108980 ! Pr Interval, Variation in					
OMIM:108985 ! Sveinsson Chorioretinal Atrophy		Orphanet:86813 ! Helicoid peripapillary chorioretinal degeneration			
OMIM:109000 ! Auriculoosteodysplasia		Orphanet:114 ! Auriculoosteodysplasia			
OMIM:109050 ! Aurocephalosyndactyly					
OMIM:109100 ! Autoimmune Disease					
OMIM:109120 ! Axenfeld-Rieger Anomaly with Partially Absent Eye Muscles, Distinctive Face, Hydrocephaly, and Skeletal Abnormalities					
OMIM:109130 ! Axial Osteomalacia					
OMIM:109150 ! Machado-Joseph Disease	DC:0000414 ! Spinocerebellar Ataxia	Orphanet:98757 ! Spinocerebellar ataxia type 3	OMIM:PS164400 ! Spinocerebellar ataxia	DOID:1440 ! Machado-Joseph disease	
OMIM:109160 ! Azotemia, Familial					
OMIM:109200 ! ALOPECIA, ANDROGENETIC, 1	DC:0000016 ! Alopecia, Isolated		OMIM:PS203655 ! Alopecia, isolated	DOID:0050801 ! androgenic alopecia,DOID:987 ! alopecia	
OMIM:109270 ! Solute Carrier Family 4 (anion Exchanger), Member 1; SLC4A1		Orphanet:119669 ! solute carrier family 4 (anion exchanger), member 1 (Diego blood group)	OMIM:PS601551 ! Encephalopathy, acute, infection-induced		
OMIM:109300 ! Banki Syndrome		Orphanet:1228 ! Banki syndrome			
OMIM:109350 ! Gastroesophageal Reflux				DOID:8534 ! gastroesophageal reflux disease	
OMIM:109400 ! Basal Cell Nevus Syndrome		Orphanet:377 ! Gorlin syndrome		DOID:2512 ! nevoid basal cell carcinoma syndrome	
OMIM:109500 ! Basilar Impression, Primary		Orphanet:2285 ! Primary basilar impression			
OMIM:109543 ! LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 2	DC:0000242 ! Leukemia, Chronic Lymphocytic	Orphanet:67038 ! B-cell chronic lymphocytic leukemia		DOID:1040 ! chronic lymphocytic leukemia	
OMIM:109560					
OMIM:109600					
OMIM:109650 ! Behcet Syndrome		Orphanet:117 ! BehC'et disease		DOID:13241 ! Behcet's disease	
OMIM:109720 ! BILIARY CIRRHOSIS, PRIMARY, 1	DC:0000254 ! Liver Cirrhosis, Biliary	Orphanet:186 ! Primary biliary cirrhosis	OMIM:PS109720 ! Biliary cirrhosis, primary	DOID:12236 ! primary biliary cirrhosis	
OMIM:109730 ! AORTIC VALVE DISEASE 1	DC:0000481 ! Aortic Valve Disease		OMIM:PS109730 ! Aortic valve disease	DOID:1712 ! aortic valve stenosis	
OMIM:109740 ! Bifid Nose, Autosomal Dominant	DC:0000479 ! Bifid Nose	Orphanet:2695 ! Bifid nose			
OMIM:109800 ! BLADDER CANCER				DOID:11054 ! urinary bladder cancer	
OMIM:109820 ! Bladder Diverticulum				DOID:11353 ! bladder diverticulum	
OMIM:109900 ! Blepharochalasis and Double Lip		Orphanet:1253 ! Ascher syndrome			
OMIM:110000 ! Blepharochalasis, Superior					
OMIM:110050 ! Blepharonasofacial Malformation Syndrome		Orphanet:1252 ! Blepharonasofacial malformation syndrome			
OMIM:110100 ! Blepharophimosis, Ptosis, and Epicanthus Inversus		Orphanet:126 ! Blepharophimosis - epicanthus inversus - ptosis		DOID:14778 ! blepharophimosis, ptosis, and epicanthus inversus syndrome	
OMIM:110150 ! Blepharoptosis, Myopia, and Ectopia Lentis		Orphanet:1259 ! Blepharoptosis - myopia - ectopia lentis			
OMIM:110700					
OMIM:110800 ! Blood Group, 1 System			OMIM:PS116200 ! Cataract		
OMIM:111150					
OMIM:111620					
OMIM:112200 ! Blue Rubber Bleb Nevus		Orphanet:1059 ! Blue rubber bleb nevus			
OMIM:112240 ! Bone Fragility with Craniosynostosis, Ocular Proptosis, Hydrocephalus, and Distinctive Facial Features		Orphanet:2050 ! Cole-Carpenter syndrome			
OMIM:112250 ! Diaphyseal medullary stenosis with malignant fibrous histiocytoma		Orphanet:85182 ! Diaphyseal medullary stenosis - bone malignancy			
OMIM:112270 ! Bone Pain, Periodic					
OMIM:112300 ! Book Syndrome		Orphanet:1262 ! BC6C6k syndrome			
OMIM:112310 ! Boomerang dysplasia		Orphanet:1263 ! Boomerang dysplasia		DOID:0050680 ! Boomerang dysplasia	
OMIM:112350 ! Weismann-Netter Syndrome; WNS		Orphanet:3344 ! Weismann-Netter syndrome			
OMIM:112370 ! Brachmann-De Lange-Like Facial Changes with Microcephaly, Metatarsus Adductus, and Developmental Delay					
OMIM:112410 ! Brachydactyly with hypertension		Orphanet:1276 ! Brachydactyly - arterial hypertension			
OMIM:112430 ! Long-Thumb Brachydactyly Syndrome		Orphanet:2946 ! Brachydactyly - long thumb			
OMIM:112440 ! Brachydactyly, Combined B and E Types	DC:0000058 ! Brachydactyly	Orphanet:93395 ! Ballard syndrome		DOID:0050581 ! brachydactyly	
OMIM:112450 ! Brachydactyly, Preaxial, with Hallux Varus and Thumb Abduction	DC:0000058 ! Brachydactyly	Orphanet:1278 ! Brachydactyly - preaxial hallux varus		DOID:0050581 ! brachydactyly	
OMIM:112500 ! Brachydactyly type A1	DC:0000058 ! Brachydactyly	Orphanet:93388 ! Brachydactyly type A1		DOID:0050581 ! brachydactyly	
OMIM:112600 ! Brachydactyly type A2	DC:0000058 ! Brachydactyly	Orphanet:93396 ! Brachydactyly type A2		DOID:0050581 ! brachydactyly	
OMIM:112700 ! Brachydactyly, Type A3; BDA3	DC:0000058 ! Brachydactyly			DOID:0050581 ! brachydactyly	
OMIM:112800 ! Brachydactyly, Type A4; BDA4	DC:0000058 ! Brachydactyly	Orphanet:93394 ! Brachydactyly type A4		DOID:0050581 ! brachydactyly	
