id	label	xrefs
"DOID:0060434"	"chromosome 17q21.31 duplication syndrome"@en	"ICD10CM:Q92.3"
"DOID:0060435"	"chromosome 1q21.1 duplication syndrome"@en	"ICD10CM:Q92.3"
"DOID:0060436"	"chromosome 22q11.2 microduplication syndrome"@en	"ICD10CM:Q92.3"
"DOID:0060445"	"congenital stromal corneal dystrophy"@en	"ICD10CM:H18.5"
"DOID:0060446"	"X-linked endothelial corneal dystrophy"@en	"ICD10CM:H18.5"
"DOID:0060447"	"epithelial basement membrane dystrophy"@en	"ICD10CM:H18.5"
"DOID:0060450"	"Lisch epithelial corneal dystrophy"@en	"ICD10CM:H18.5"
"DOID:0060451"	"Meesmann corneal dystrophy"@en	"ICD10CM:H18.52"
"DOID:0060452"	"posterior amorphous corneal dystrophy"@en	"ICD10CM:H18.5"
"DOID:0060454"	"subepithelial mucinous corneal dystrophy"@en	"ICD10CM:H18.5"
"DOID:0060457"	"posterior polymorphous corneal dystrophy"@en	"ICD10CM:H18.5"
"DOID:0060459"	"chromosome 3q29 microduplication syndrome"@en	"ICD10CM:Q92.3"
"DOID:0060460"	"chromosome 5p13 duplication syndrome"@en	"ICD10CM:Q92.3"
"DOID:0060461"	"chromosome Xp11.23-p11.22 duplication syndrome"@en	"ICD10CM:Q99.8"
"DOID:0060464"	"Feingold syndrome"@en	"ICD10CM:Q87.8"
"DOID:0060468"	"Holt-Oram syndrome"@en	"ICD10CM:Q87.2"
"DOID:0060469"	"Miller-Dieker lissencephaly syndrome"@en	"ICD10CM:Q93.88"
"DOID:0060474"	"familial erythrocytosis 2"@en	"ICD10CM:D75.1"
"DOID:0060476"	"Perlman syndrome"@en	"ICD10CM:Q87.3"
"DOID:0060478"	"Zika fever"@en	"ICD10CM:A92.8"
"DOID:0060479"	"Shwachman-Diamond syndrome"@en	"ICD10CM:D61.0"
"DOID:0060482"	"oculoauricular syndrome"@en	"ICD10CM:Q87.8"
"DOID:0060491"	"SPOAN syndrome"@en	"ICD10CM:G11.4"
"DOID:0060537"	"mitochondrial complex II deficiency"@en	"ICD10CM:G71.3"
"DOID:0060538"	"purpura fulminans"@en	"ICD10CM:D65"
"DOID:0060551"	"poikiloderma with neutropenia"@en	"ICD10CM:D82.8"
"DOID:0060558"	"lethal congenital contracture syndrome"@en	"ICD10CM:Q68.8"
"DOID:0060567"	"erythema elevatum diutinum"@en	"ICD10CM:L95.1"
"DOID:0060573"	"von Willebrand's disease 1"@en	"ICD10CM:D68.01"
"DOID:0060574"	"von Willebrand's disease 2"@en	"ICD10CM:D68.02"
"DOID:0060578"	"Noonan syndrome 1"@en	"ICD10CM:Q87.1"
"DOID:0060580"	"Noonan syndrome 2"@en	"ICD10CM:Q87.1"
"DOID:0060581"	"Noonan syndrome 3"@en	"ICD10CM:Q87.1"
"DOID:0060582"	"Noonan syndrome 4"@en	"ICD10CM:Q87.1"
"DOID:0060583"	"Noonan syndrome 5"@en	"ICD10CM:Q87.1"
"DOID:0060584"	"Noonan syndrome 6"@en	"ICD10CM:Q87.1"
"DOID:0060585"	"Noonan syndrome 7"@en	"ICD10CM:Q87.1"
"DOID:0060586"	"Noonan syndrome 8"@en	"ICD10CM:Q87.1"
"DOID:0060587"	"Noonan syndrome 9"@en	"ICD10CM:Q87.1"
"DOID:0060588"	"Noonan syndrome 10"@en	"ICD10CM:Q87.1"
"DOID:0060597"	"atypical chronic myeloid leukemia, BCR-ABL1 negative"@en	"ICD10CM:C92.2"
"DOID:0060601"	"alpha-2-plasmin inhibitor deficiency"@en	"ICD10CM:D68.8"
"DOID:0060604"	"ankyloglossia"@en	"ICD10CM:Q38.1"
"DOID:0060608"	"microcephalic osteodysplastic primordial dwarfism type I"@en	"ICD10CM:Q87.1"
"DOID:0060609"	"microcephalic osteodysplastic primordial dwarfism type II"@en	"ICD10CM:Q87.1"
"DOID:0060641"	"endocrine-cerebro-osteodysplasia syndrome"@en	"ICD10CM:Q87.8"
"DOID:0060642"	"recessive dystrophic epidermolysis bullosa"@en	"ICD10CM:Q81.2"
"DOID:0060643"	"primary sclerosing cholangitis"@en	"ICD10CM:K83.01"
"DOID:0060645"	"chronic recurrent multifocal osteomyelitis"@en	"ICD10CM:M86.3"
"DOID:0060648"	"anterior segment dysgenesis"@en	"ICD10CM:Q13.8"
"DOID:0060651"	"MYH-9 related disease"@en	"ICD10CM:D69.4"
"DOID:0060652"	"familial erythrocytosis 1"@en	"ICD10CM:D75.0"
"DOID:0060655"	"autosomal recessive congenital ichthyosis"@en	"ICD10CM:Q80.2"
"DOID:0060656"	"autosomal recessive congenital ichthyosis 1"@en	"ICD10CM:Q80.2"
"DOID:0060668"	"anencephaly"@en	"ICD10CM:Q00.0"
"DOID:0060670"	"cerebral cavernous malformation 2"@en	"ICD10CM:Q28.3"
"DOID:0060671"	"cerebral cavernous malformation 3"@en	"ICD10CM:Q28.3"
"DOID:0060672"	"Grn-related frontotemporal lobar degeneration with Tdp43 inclusions"@en	"ICD10CM:G31.0"
"DOID:0060673"	"Peters anomaly"@en	"ICD10CM:Q13.4"
"DOID:0060674"	"catecholaminergic polymorphic ventricular tachycardia"@en	"ICD10CM:I47.2"
"DOID:0060675"	"catecholaminergic polymorphic ventricular tachycardia 1"@en	"ICD10CM:I47.2, ICD10CM:I42.8"
"DOID:0060676"	"catecholaminergic polymorphic ventricular tachycardia 2"@en	"ICD10CM:I47.2"
"DOID:0060677"	"catecholaminergic polymorphic ventricular tachycardia 3"@en	"ICD10CM:I47.2"
"DOID:0060678"	"catecholaminergic polymorphic ventricular tachycardia 4"@en	"ICD10CM:I47.2"
"DOID:0060679"	"catecholaminergic polymorphic ventricular tachycardia 5"@en	"ICD10CM:I47.2"
"DOID:0060688"	"arteriovenous malformations of the brain"@en	"ICD10CM:Q28.2"
"DOID:0060689"	"atrichia with papular lesions"@en	"ICD10CM:L65.8"
"DOID:0060690"	"autosomal dominant auditory neuropathy 1"@en	"ICD10CM:H90.3"
"DOID:0060691"	"platelet-type bleeding disorder 16"@en	"ICD10CM:D69.4"
"DOID:0060692"	"platelet-type bleeding disorder 8"@en	"ICD10CM:D69.8"
"DOID:0060693"	"Brunner Syndrome"@en	"ICD10CM:E70.8"
"DOID:0060694"	"Cayman type cerebellar ataxia"@en	"ICD10CM:G11.0"
"DOID:0060695"	"hyperekplexia"@en	"ICD10CM:G25.8"
"DOID:0060696"	"hyperekplexia 1"@en	"ICD10CM:G25.8"
"DOID:0060697"	"hyperekplexia 2"@en	"ICD10CM:G25.8"
"DOID:0060698"	"hyperekplexia 3"@en	"ICD10CM:G25.8"
"DOID:0060699"	"familial hypocalciuric hypercalcemia"@en	"ICD10CM:E83.5"
"DOID:0060700"	"familial hypocalciuric hypercalcemia 1"@en	"ICD10CM:E83.5"
"DOID:0060701"	"familial hypocalciuric hypercalcemia 2"@en	"ICD10CM:E83.5"
"DOID:0060702"	"familial hypocalciuric hypercalcemia 3"@en	"ICD10CM:E83.5"
"DOID:0060705"	"X-linked lymphoproliferative syndrome 1"@en	"ICD10CM:D82.3"
"DOID:0060706"	"X-linked lymphoproliferative syndrome 2"@en	"ICD10CM:D82.3"
"DOID:0060707"	"lymphoproliferative syndrome 1"@en	"ICD10CM:D47.9"
"DOID:0060708"	"lymphoproliferative syndrome 2"@en	"ICD10CM:D47.9"
"DOID:0060710"	"autosomal recessive congenital ichthyosis 2"@en	"ICD10CM:Q80.2"
"DOID:0060711"	"autosomal recessive congenital ichthyosis 3"@en	"ICD10CM:Q80.2"
"DOID:0060712"	"autosomal recessive congenital ichthyosis 4A"@en	"ICD10CM:Q80.2"
"DOID:0060713"	"autosomal recessive congenital ichthyosis 4B"@en	"ICD10CM:Q80.4"
"DOID:0060714"	"autosomal recessive congenital ichthyosis 5"@en	"ICD10CM:Q80.2"
"DOID:0060715"	"autosomal recessive congenital ichthyosis 6"@en	"ICD10CM:Q80.2"
"DOID:0060716"	"autosomal recessive congenital ichthyosis 7"@en	"ICD10CM:Q80.2"
"DOID:0060717"	"autosomal recessive congenital ichthyosis 8"@en	"ICD10CM:Q80.2"
"DOID:0060718"	"autosomal recessive congenital ichthyosis 9"@en	"ICD10CM:Q80.2"
"DOID:0060719"	"autosomal recessive congenital ichthyosis 10"@en	"ICD10CM:Q80.2"
"DOID:0060720"	"autosomal recessive congenital ichthyosis 11"@en	"ICD10CM:Q80.8"
"DOID:0060728"	"NGLY1-deficiency"@en	"ICD10CM:E77.8"
"DOID:0060730"	"torsion dystonia 1"@en	"ICD10CM:G24.1"
"DOID:0060731"	"congenital central hypoventilation syndrome"@en	"ICD10CM:G47.3"
"DOID:0060732"	"chromosome 9p deletion syndrome"@en	"ICD10CM:Q93.5"
"DOID:0060733"	"junctional epidermolysis bullosa with pyloric atresia"@en	"ICD10CM:Q81.8"
"DOID:0060735"	"epidermolysis bullosa simplex Dowling-Meara type"@en	"ICD10CM:Q81.0"
"DOID:0060736"	"epidermolysis bullosa simplex Ogna type"@en	"ICD10CM:Q81.0"
"DOID:0060737"	"junctional epidermolysis bullosa Herlitz type"@en	"ICD10CM:Q81.1"
"DOID:0060738"	"junctional epidermolysis bullosa non-Herlitz type"@en	"ICD10CM:Q81.8"
"DOID:0060739"	"hand-foot-genital syndrome"@en	"ICD10CM:Q51.2"
"DOID:0060740"	"methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency"@en	"ICD10CM:E71.1"
"DOID:0060741"	"methylmalonic acidemia due to transcobalamin receptor defect"@en	"ICD10CM:E71.1"
"DOID:0060742"	"methylmalonic acidemia cblA type"@en	"ICD10CM:E71.1"
"DOID:0060743"	"methylmalonic acidemia cblB type"@en	"ICD10CM:E71.1"
"DOID:0060744"	"Pendred Syndrome"@en	"ICD10CM:E07.1"
"DOID:0060745"	"Doyne honeycomb retinal dystrophy"@en	"ICD10CM:H35.5"
"DOID:0060746"	"basal laminar drusen"@en	"ICD10CM:H35.5"
"DOID:0060747"	"Duane-radial ray syndrome"@en	"ICD10CM:Q87.8"
"DOID:0060756"	"sclerosteosis 1"@en	"ICD10CM:M85.2"
"DOID:0060757"	"sclerosteosis 2"@en	"ICD10CM:M85.2"
"DOID:0060763"	"X-linked juvenile retinoschisis 1"@en	"ICD10CM:Q14.1"
"DOID:0060768"	"Smith-Magenis syndrome"@en	"ICD10CM:Q93.5"
"DOID:0060769"	"T-cell immunodeficiency, congenital alopecia, and nail dystrophy"@en	"ICD10CM:D82.8"
"DOID:0060770"	"dextro-looped transposition of the great arteries"@en	"ICD10CM:Q20.3"
"DOID:0060772"	"multiple types of congenital heart defects 6"@en	"ICD10CM:Q20.3"
"DOID:0060775"	"microvillus inclusion disease"@en	"ICD10CM:P78.3"
"DOID:0060776"	"congenital diarrhea 5 with tufting enteropathy"@en	"ICD10CM:P78.3"
"DOID:0060777"	"congenital secretory sodium diarrhea 8"@en	"ICD10CM:P78.3"
"DOID:0060778"	"congenital diarrhea 7 with exudative enteropathy"@en	"ICD10CM:P78.3"
"DOID:0060779"	"congenital malabsorptive diarrhea 4"@en	"ICD10CM:P78.3"
"DOID:0060780"	"congenital diarrhea 6"@en	"ICD10CM:P78.3"
"DOID:0060781"	"congenital secretory sodium diarrhea 3"@en	"ICD10CM:P78.3"
"DOID:0060787"	"hypomyelinating leukodystrophy 2"@en	"ICD10CM:E75.2"
"DOID:0060789"	"hypomyelinating leukodystrophy 4"@en	"ICD10CM:E75.2"
"DOID:0060790"	"hypomyelinating leukodystrophy 3"@en	"ICD10CM:E75.2"
"DOID:0060791"	"hypomyelinating leukodystrophy 9"@en	"ICD10CM:E75.2"
"DOID:0060792"	"hypomyelinating leukodystrophy 11"@en	"ICD10CM:G11.1"
"DOID:0060793"	"hypomyelinating leukodystrophy 5"@en	"ICD10CM:G37.8"
"DOID:0060794"	"hypomyelinating leukodystrophy 7"@en	"ICD10CM:G11.1"
"DOID:0060797"	"hypomyelinating leukodystrophy 8"@en	"ICD10CM:G11.1"
