id	label	xref
"DOID:0110000"	"3-methylglutaconic aciduria type 5"	"MIM:610198"
"DOID:0110000"	"3-methylglutaconic aciduria type 5"	"ORDO:66634"
"DOID:0081133"	"3-methylglutaconic aciduria type 7a"	"MIM:619835"
"DOID:0081134"	"3-methylglutaconic aciduria type 7b"	"MIM:616271"
"DOID:0070000"	"3-methylglutaconic aciduria type 8"	"MIM:617248"
"DOID:0070002"	"3-methylglutaconic aciduria type 9"	"MIM:617698"
"DOID:0110003"	"3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia"	"MIM:616271"
"DOID:0110003"	"3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia"	"ORDO:445038"
"DOID:0110001"	"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome"	"MIM:614739"
"DOID:0110001"	"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome"	"ORDO:352328"
"DOID:0060225"	"3MC syndrome"	"GARD:1118"
"DOID:0060225"	"3MC syndrome"	"ICD10CM:Q87.8"
"DOID:0060225"	"3MC syndrome"	"MIM:PS257920"
"DOID:0060225"	"3MC syndrome"	"ORDO:293843"
"DOID:0060575"	"3MC syndrome 1"	"MIM:257920"
"DOID:0060576"	"3MC syndrome 2"	"MIM:265050"
"DOID:0060577"	"3MC syndrome 3"	"MIM:248340"
"DOID:0060417"	"3p deletion syndrome"	"ICD10CM:Q93.5"
"DOID:0060417"	"3p deletion syndrome"	"MIM:613792"
"DOID:0060417"	"3p deletion syndrome"	"ORDO:1620"
"DOID:0080656"	"45,X/46,XY mixed gonadal dysgenesis"	"NCI:C120199"
"DOID:0080656"	"45,X/46,XY mixed gonadal dysgenesis"	"ORDO:1772"
"DOID:14450"	"46 XX gonadal dysgenesis"	"MESH:D023961"
"DOID:14450"	"46 XX gonadal dysgenesis"	"MIM:PS233300"
"DOID:14450"	"46 XX gonadal dysgenesis"	"NCI:C120197"
"DOID:14450"	"46 XX gonadal dysgenesis"	"ORDO:243"
"DOID:14450"	"46 XX gonadal dysgenesis"	"UMLS_CUI:C0949595"
"DOID:0111760"	"46,XX sex reversal"	"GARD:399"
"DOID:0111760"	"46,XX sex reversal"	"MESH:D058531"
"DOID:0111760"	"46,XX sex reversal"	"ORDO:393"
"DOID:0111761"	"46,XX sex reversal 1"	"MIM:400045"
"DOID:0111763"	"46,XX sex reversal 2"	"MIM:278850"
"DOID:0111762"	"46,XX sex reversal 3"	"MIM:300833"
"DOID:0111764"	"46,XX sex reversal 4"	"MIM:617480"
"DOID:0080943"	"46,XX sex reversal 5"	"MIM:618901"
"DOID:14448"	"46,XY complete gonadal dysgenesis"	"MESH:D006061"
"DOID:14448"	"46,XY complete gonadal dysgenesis"	"MIM:PS400044"
"DOID:14448"	"46,XY complete gonadal dysgenesis"	"NCI:C120198"
"DOID:14448"	"46,XY complete gonadal dysgenesis"	"UMLS_CUI:C0018054"
"DOID:0051055"	"46,XY gonadal dysgenesis with minifascicular neuropathy"	"MIM:607080"
"DOID:0111778"	"46,XY sex reversal 1"	"MIM:400044"
"DOID:0111775"	"46,XY sex reversal 10"	"MIM:616425"
"DOID:0111777"	"46,XY sex reversal 2"	"GARD:9159"
"DOID:0111777"	"46,XY sex reversal 2"	"MIM:300018"
"DOID:0111772"	"46,XY sex reversal 3"	"MIM:612965"
"DOID:0111771"	"46,XY sex reversal 4"	"MESH:C567887"
"DOID:0111771"	"46,XY sex reversal 4"	"MIM:154230"
"DOID:0111776"	"46,XY sex reversal 5"	"MESH:C567766"
"DOID:0111776"	"46,XY sex reversal 5"	"MIM:613080"
"DOID:0111769"	"46,XY sex reversal 6"	"MIM:613762"
"DOID:0111774"	"46,XY sex reversal 7"	"MIM:233420"
"DOID:0111773"	"46,XY sex reversal 8"	"MIM:614279"
"DOID:0111773"	"46,XY sex reversal 8"	"ORDO:443087"
"DOID:0111770"	"46,XY sex reversal 9"	"MIM:616067"
"DOID:0080926"	"7q11.23 duplication syndrome"	"GARD:12076"
"DOID:0080926"	"7q11.23 duplication syndrome"	"MIM:609757"
"DOID:0080926"	"7q11.23 duplication syndrome"	"ORDO:96121"
"DOID:0050600"	"ABCD syndrome"	"MESH:C535334"
"DOID:0050600"	"ABCD syndrome"	"MIM:600501"
"DOID:0111622"	"ACTH-independent macronodular adrenal hyperplasia"	"GARD:10824"
"DOID:0111622"	"ACTH-independent macronodular adrenal hyperplasia"	"ORDO:189427"
"DOID:0111622"	"ACTH-independent macronodular adrenal hyperplasia"	"SNOMEDCT_US_2023_03_01:720459002"
"DOID:0111622"	"ACTH-independent macronodular adrenal hyperplasia"	"UMLS_CUI:C2062388"
"DOID:0111623"	"ACTH-independent macronodular adrenal hyperplasia 1"	"MIM:219080"
"DOID:0111624"	"ACTH-independent macronodular adrenal hyperplasia 2"	"MIM:615954"
"DOID:7004"	"ACTH-secreting pituitary adenoma"	"GARD:12867"
"DOID:7004"	"ACTH-secreting pituitary adenoma"	"MESH:D049913"
"DOID:7004"	"ACTH-secreting pituitary adenoma"	"MIM:219090"
"DOID:7004"	"ACTH-secreting pituitary adenoma"	"NCI:C7462"
"DOID:7004"	"ACTH-secreting pituitary adenoma"	"SNOMEDCT_US_2023_03_01:254958004"
"DOID:7004"	"ACTH-secreting pituitary adenoma"	"UMLS_CUI:C1306214"
"DOID:0050601"	"ADULT syndrome"	"GARD:384"
"DOID:0050601"	"ADULT syndrome"	"MIM:103285"
"DOID:0050712"	"AGAT deficiency"	"MIM:612718"
"DOID:603"	"AIDS phobia"	"NCI:C35614"
"DOID:603"	"AIDS phobia"	"UMLS_CUI:C0853870"
"DOID:0080952"	"AMED syndrome"	"MIM:619151"
"DOID:0111860"	"AMME complex"	"MESH:C564570"
"DOID:0111860"	"AMME complex"	"MIM:300194"
"DOID:0111860"	"AMME complex"	"ORDO:86818"
"DOID:0111860"	"AMME complex"	"SNOMEDCT_US_2023_03_01:720982007"
"DOID:0111860"	"AMME complex"	"UMLS_CUI:C1846242"
"DOID:0070028"	"APP-related cerebral amyloid angiopathy"	"MIM:605714"
"DOID:0050763"	"ARC syndrome"	"MIM:PS208085"
"DOID:0050763"	"ARC syndrome"	"ORDO:2697"
"DOID:6691"	"Aagenaes syndrome"	"GARD:370"
"DOID:6691"	"Aagenaes syndrome"	"MESH:C535330"
"DOID:6691"	"Aagenaes syndrome"	"MIM:214900"
"DOID:6691"	"Aagenaes syndrome"	"NCI:C35709"
"DOID:6691"	"Aagenaes syndrome"	"ORDO:1414"
"DOID:6691"	"Aagenaes syndrome"	"SNOMEDCT_US_2023_03_01:28724005"
"DOID:6691"	"Aagenaes syndrome"	"UMLS_CUI:C0268314"
"DOID:0111824"	"Aarskog syndrome"	"ORDO:915"
"DOID:0111826"	"Abruzzo-Erickson syndrome"	"GARD:360"
"DOID:0111826"	"Abruzzo-Erickson syndrome"	"MESH:C535559"
"DOID:0111826"	"Abruzzo-Erickson syndrome"	"MIM:302905"
"DOID:0111826"	"Abruzzo-Erickson syndrome"	"ORDO:921"
"DOID:0111826"	"Abruzzo-Erickson syndrome"	"SNOMEDCT_US_2023_03_01:718574003"
"DOID:0111826"	"Abruzzo-Erickson syndrome"	"UMLS_CUI:C1844862"
"DOID:6686"	"Achard syndrome"	"GARD:8176"
"DOID:6686"	"Achard syndrome"	"MESH:C536012"
"DOID:6686"	"Achard syndrome"	"MIM:100700"
"DOID:6686"	"Achard syndrome"	"NCI:C35809"
"DOID:6686"	"Achard syndrome"	"UMLS_CUI:C1332135"
"DOID:6687"	"Achenbach syndrome"	"NCI:C35467"
"DOID:6687"	"Achenbach syndrome"	"SNOMEDCT_US_2023_03_01:238824006"
"DOID:6687"	"Achenbach syndrome"	"UMLS_CUI:C0473563"
"DOID:12857"	"Achilles bursitis"	"ICD10CM:M76.6"
"DOID:12857"	"Achilles bursitis"	"SNOMEDCT_US_2023_03_01:202879008"
"DOID:12857"	"Achilles bursitis"	"UMLS_CUI:C0149846"
"DOID:0060227"	"Adams-Oliver syndrome"	"GARD:5739"
"DOID:0060227"	"Adams-Oliver syndrome"	"MIM:100300"
"DOID:0060227"	"Adams-Oliver syndrome"	"MIM:614219"
"DOID:0060227"	"Adams-Oliver syndrome"	"MIM:614814"
"DOID:0060227"	"Adams-Oliver syndrome"	"MIM:615297"
"DOID:0060227"	"Adams-Oliver syndrome"	"MIM:616028"
"DOID:0060227"	"Adams-Oliver syndrome"	"MIM:PS100300"
"DOID:0060227"	"Adams-Oliver syndrome"	"ORDO:974"
"DOID:0060227"	"Adams-Oliver syndrome"	"SNOMEDCT_US_2023_03_01:34748004"
"DOID:0060227"	"Adams-Oliver syndrome"	"UMLS_CUI:C0265268"
"DOID:13774"	"Addison's disease"	"GARD:5740"
"DOID:13774"	"Addison's disease"	"ICD10CM:E27.1"
"DOID:13774"	"Addison's disease"	"MESH:D000224"
"DOID:13774"	"Addison's disease"	"MIM:103230"
"DOID:13774"	"Addison's disease"	"MIM:240200"
"DOID:13774"	"Addison's disease"	"NCI:C26689"
"DOID:13774"	"Addison's disease"	"SNOMEDCT_US_2023_03_01:363732003"
"DOID:13774"	"Addison's disease"	"UMLS_CUI:C0001403"
"DOID:11549"	"Adie syndrome"	"GARD:5749"
"DOID:11549"	"Adie syndrome"	"MESH:D000270"
"DOID:11549"	"Adie syndrome"	"MIM:103100"
"DOID:11549"	"Adie syndrome"	"NCI:C34357"
"DOID:11549"	"Adie syndrome"	"SNOMEDCT_US_2023_03_01:123051004"
"DOID:11549"	"Adie syndrome"	"UMLS_CUI:C0001519"
"DOID:11315"	"African histoplasmosis"	"ICD9CM:115.10"
"DOID:11315"	"African histoplasmosis"	"UMLS_CUI:C0153270"
"DOID:0111033"	"African iron overload"	"ICD10CM:E83.1"
"DOID:0111033"	"African iron overload"	"MIM:601195"
"DOID:0111033"	"African iron overload"	"ORDO:139507"
"DOID:8461"	"Aicardi syndrome"	"GARD:5764"
"DOID:8461"	"Aicardi syndrome"	"MESH:D058540"
"DOID:8461"	"Aicardi syndrome"	"MIM:304050"
"DOID:8461"	"Aicardi syndrome"	"NCI:C35256"
"DOID:8461"	"Aicardi syndrome"	"ORDO:50"
"DOID:8461"	"Aicardi syndrome"	"SNOMEDCT_US_2023_03_01:80651009"
"DOID:8461"	"Aicardi syndrome"	"UMLS_CUI:C0175713"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"GARD:575"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"ICD10CM:G31.8"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"MIM:225750"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"MIM:610181"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"MIM:610329"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"MIM:610333"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"MIM:612952"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"MIM:615010"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"MIM:615846"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"MIM:PS225750"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"ORDO:51"
"DOID:9245"	"Alagille syndrome"	"GARD:804"
"DOID:9245"	"Alagille syndrome"	"ICD10CM:Q44.7"
"DOID:9245"	"Alagille syndrome"	"MESH:D016738"
"DOID:9245"	"Alagille syndrome"	"MIM:118450"
"DOID:9245"	"Alagille syndrome"	"MIM:610205"
"DOID:9245"	"Alagille syndrome"	"NCI:C35139"
"DOID:9245"	"Alagille syndrome"	"ORDO:52"
"DOID:9245"	"Alagille syndrome"	"SNOMEDCT_US_2023_03_01:31742004"
"DOID:9245"	"Alagille syndrome"	"UMLS_CUI:C0085280"
"DOID:0050630"	"Aland Island eye disease"	"GARD:10574"
"DOID:0050630"	"Aland Island eye disease"	"MESH:C562664"
"DOID:0050630"	"Aland Island eye disease"	"MIM:300600"
"DOID:4252"	"Alexander disease"	"GARD:5774"
"DOID:4252"	"Alexander disease"	"MESH:D038261"
"DOID:4252"	"Alexander disease"	"MIM:203450"
"DOID:4252"	"Alexander disease"	"NCI:C84545"
"DOID:4252"	"Alexander disease"	"SNOMEDCT_US_2023_03_01:81854007"
"DOID:4252"	"Alexander disease"	"UMLS_CUI:C0270726"
"DOID:0111555"	"Alkuraya-Kucinskas syndrome"	"MIM:617822"
"DOID:0050631"	"Allan-Herndon-Dudley syndrome"	"GARD:5617"
"DOID:0050631"	"Allan-Herndon-Dudley syndrome"	"MESH:C537047"
"DOID:0050631"	"Allan-Herndon-Dudley syndrome"	"MIM:300523"
"DOID:0050631"	"Allan-Herndon-Dudley syndrome"	"ORDO:59"
"DOID:0080122"	"Alpers-Huttenlocher syndrome"	"GARD:5783"
"DOID:0080122"	"Alpers-Huttenlocher syndrome"	"ICD10CM:G31.81"
"DOID:0080122"	"Alpers-Huttenlocher syndrome"	"MESH:D002549"
"DOID:0080122"	"Alpers-Huttenlocher syndrome"	"MIM:203700"
"DOID:0080122"	"Alpers-Huttenlocher syndrome"	"NCI:C35257"
"DOID:0080122"	"Alpers-Huttenlocher syndrome"	"ORDO:726"
"DOID:0080122"	"Alpers-Huttenlocher syndrome"	"SNOMEDCT_US_2023_03_01:20415001"
"DOID:0080122"	"Alpers-Huttenlocher syndrome"	"UMLS_CUI:C0205710"
"DOID:10983"	"Alport syndrome"	"GARD:5785"
"DOID:10983"	"Alport syndrome"	"MESH:D009394"
"DOID:10983"	"Alport syndrome"	"ORDO:63"
"DOID:10983"	"Alport syndrome"	"SNOMEDCT_US_2023_03_01:57333009"
"DOID:10983"	"Alport syndrome"	"UMLS_CUI:C0027706"
"DOID:0050473"	"Alstrom syndrome"	"MESH:D056769"
"DOID:0050473"	"Alstrom syndrome"	"MIM:203800"
"DOID:0050473"	"Alstrom syndrome"	"NCI:C84549"
"DOID:0050473"	"Alstrom syndrome"	"SNOMEDCT_US_2023_03_01:63702009"
"DOID:0050473"	"Alstrom syndrome"	"UMLS_CUI:C0268425"
"DOID:10652"	"Alzheimer's disease"	"GARD:10254"
"DOID:10652"	"Alzheimer's disease"	"ICD10CM:G30"
"DOID:10652"	"Alzheimer's disease"	"ICD9CM:331.0"
"DOID:10652"	"Alzheimer's disease"	"KEGG:05010"
"DOID:10652"	"Alzheimer's disease"	"MESH:D000544"
"DOID:10652"	"Alzheimer's disease"	"NCI:C2866"
"DOID:10652"	"Alzheimer's disease"	"SNOMEDCT_US_2023_03_01:73768007"
"DOID:10652"	"Alzheimer's disease"	"UMLS_CUI:C0002395"
"DOID:0080348"	"Alzheimer's disease 1"	"MIM:104300"
"DOID:0110043"	"Alzheimer's disease 10"	"ICD10CM:G30"
"DOID:0110043"	"Alzheimer's disease 10"	"MIM:609636"
"DOID:0110044"	"Alzheimer's disease 11"	"ICD10CM:G30"
"DOID:0110044"	"Alzheimer's disease 11"	"MIM:609790"
"DOID:0110045"	"Alzheimer's disease 12"	"ICD10CM:G30"
"DOID:0110045"	"Alzheimer's disease 12"	"MIM:611073"
"DOID:0110046"	"Alzheimer's disease 13"	"ICD10CM:G30"
"DOID:0110046"	"Alzheimer's disease 13"	"MIM:611152"
"DOID:0110047"	"Alzheimer's disease 14"	"ICD10CM:G30"
"DOID:0110047"	"Alzheimer's disease 14"	"MIM:611154"
"DOID:0110048"	"Alzheimer's disease 15"	"GARD:7190"
"DOID:0110048"	"Alzheimer's disease 15"	"ICD10CM:G30"
"DOID:0110048"	"Alzheimer's disease 15"	"MIM:604154"
"DOID:0110036"	"Alzheimer's disease 16"	"MIM:300756"
"DOID:0110049"	"Alzheimer's disease 17"	"MIM:615080"
"DOID:0110050"	"Alzheimer's disease 18"	"MIM:615590"
"DOID:0110051"	"Alzheimer's disease 19"	"MIM:615711"
"DOID:0110035"	"Alzheimer's disease 2"	"ICD10CM:G30"
"DOID:0110035"	"Alzheimer's disease 2"	"MIM:104310"
"DOID:0110042"	"Alzheimer's disease 3"	"MIM:607822"
"DOID:0110040"	"Alzheimer's disease 4"	"MIM:606889"
"DOID:0110037"	"Alzheimer's disease 5"	"ICD10CM:G30"
"DOID:0110037"	"Alzheimer's disease 5"	"MIM:602096"
"DOID:0110038"	"Alzheimer's disease 6"	"ICD10CM:G30"
"DOID:0110038"	"Alzheimer's disease 6"	"MIM:605526"
"DOID:0110039"	"Alzheimer's disease 7"	"ICD10CM:G30"
"DOID:0110039"	"Alzheimer's disease 7"	"MIM:606187"
"DOID:0110041"	"Alzheimer's disease 8"	"ICD10CM:G30"
"DOID:0110041"	"Alzheimer's disease 8"	"MIM:607116"
"DOID:0111364"	"Alzheimer's disease 9"	"MIM:608907"
"DOID:0111060"	"Ambras type hypertrichosis universalis congenita"	"GARD:8206"
"DOID:0111060"	"Ambras type hypertrichosis universalis congenita"	"ICD10CM:Q84.2"
"DOID:0111060"	"Ambras type hypertrichosis universalis congenita"	"MESH:C536605"
"DOID:0111060"	"Ambras type hypertrichosis universalis congenita"	"MIM:145701"
"DOID:0111060"	"Ambras type hypertrichosis universalis congenita"	"ORDO:1023"
"DOID:1759"	"American histoplasmosis"	"ICD10CM:B39.4"
"DOID:1759"	"American histoplasmosis"	"ICD9CM:115.0"
"DOID:1759"	"American histoplasmosis"	"MESH:D006660"
"DOID:1759"	"American histoplasmosis"	"SNOMEDCT_US_2023_03_01:187036002"
"DOID:1759"	"American histoplasmosis"	"UMLS_CUI:C0153261"
"DOID:0050434"	"Andersen-Tawil syndrome"	"GARD:9453"
"DOID:0050434"	"Andersen-Tawil syndrome"	"MESH:D050030"
"DOID:0050434"	"Andersen-Tawil syndrome"	"MIM:170390"
"DOID:0050434"	"Andersen-Tawil syndrome"	"NCI:C84559"
"DOID:0050434"	"Andersen-Tawil syndrome"	"ORDO:37553"
"DOID:0050434"	"Andersen-Tawil syndrome"	"SNOMEDCT_US_2023_03_01:422348008"
"DOID:0050434"	"Andersen-Tawil syndrome"	"UMLS_CUI:C1563715"
"DOID:1932"	"Angelman syndrome"	"GARD:5810"
"DOID:1932"	"Angelman syndrome"	"ICD10CM:Q93.51"
"DOID:1932"	"Angelman syndrome"	"MESH:D017204"
"DOID:1932"	"Angelman syndrome"	"MIM:105830"
"DOID:1932"	"Angelman syndrome"	"NCI:C75462"
"DOID:1932"	"Angelman syndrome"	"SNOMEDCT_US_2023_03_01:76880004"
"DOID:1932"	"Angelman syndrome"	"UMLS_CUI:C0162635"
"DOID:11203"	"Angelucci's syndrome"	"ICD10CM:H10.1"
"DOID:11203"	"Angelucci's syndrome"	"ICD9CM:372.05"
"DOID:11203"	"Angelucci's syndrome"	"NCI:C34353"
"DOID:11203"	"Angelucci's syndrome"	"SNOMEDCT_US_2023_03_01:193863004"
"DOID:11203"	"Angelucci's syndrome"	"UMLS_CUI:C0001309"
"DOID:0081289"	"Antley-Bixler syndrome"	"GARD:5826"
"DOID:0050462"	"Antley-Bixler syndrome with disordered steroidogenesis"	"MIM:201750"
"DOID:0050462"	"Antley-Bixler syndrome with disordered steroidogenesis"	"SNOMEDCT_US_2021_09_01:62964007"
"DOID:0081290"	"Antley-Bixler syndrome without disordered steroidogenesis"	"MIM:207410"
"DOID:0070062"	"Arboleda-Tham syndrome"	"MIM:616268"
"DOID:0070062"	"Arboleda-Tham syndrome"	"ORDO:457193"
"DOID:14523"	"Argyll Robertson pupil"	"ICD10CM:H57.01"
"DOID:14523"	"Argyll Robertson pupil"	"ICD9CM:379.45"
"DOID:14523"	"Argyll Robertson pupil"	"SNOMEDCT_US_2023_03_01:21011008"
"DOID:14523"	"Argyll Robertson pupil"	"UMLS_CUI:C0155375"
"DOID:0050764"	"Armfield syndrome"	"ICD10CM:Q87.8"
"DOID:0050764"	"Armfield syndrome"	"MIM:300261"
"DOID:0050764"	"Armfield syndrome"	"ORDO:85276"
"DOID:0050647"	"Arts syndrome"	"GARD:8756"
"DOID:0050647"	"Arts syndrome"	"MESH:C535388"
"DOID:0050647"	"Arts syndrome"	"MIM:301835"
"DOID:0050647"	"Arts syndrome"	"ORDO:1187"
"DOID:0050647"	"Arts syndrome"	"SNOMEDCT_US_2023_03_01:702441001"
"DOID:0050647"	"Arts syndrome"	"UMLS_CUI:C0796028"
"DOID:0050432"	"Asperger syndrome"	"GARD:5855"
"DOID:0050432"	"Asperger syndrome"	"ICD10CM:F84.5"
"DOID:0050432"	"Asperger syndrome"	"MESH:D020817"
"DOID:0050432"	"Asperger syndrome"	"MIM:608631"
"DOID:0050432"	"Asperger syndrome"	"MIM:608638"
"DOID:0050432"	"Asperger syndrome"	"MIM:608781"
"DOID:0050432"	"Asperger syndrome"	"MIM:609954"
"DOID:0050432"	"Asperger syndrome"	"MIM:PS608638"
"DOID:0050432"	"Asperger syndrome"	"NCI:C97159"
"DOID:0050432"	"Asperger syndrome"	"ORDO:1162"
"DOID:0050432"	"Asperger syndrome"	"SNOMEDCT_US_2023_03_01:154879004"
"DOID:0050432"	"Asperger syndrome"	"UMLS_CUI:C0236792"
"DOID:0050682"	"Athabaskan brainstem dysgenesis syndrome"	"MIM:601536"
"DOID:0050682"	"Athabaskan brainstem dysgenesis syndrome"	"ORDO:69739"
"DOID:14686"	"Axenfeld-Rieger syndrome"	"GARD:5701"
"DOID:14686"	"Axenfeld-Rieger syndrome"	"ICD10CM:Q13.81"
"DOID:14686"	"Axenfeld-Rieger syndrome"	"MESH:C535679"
"DOID:14686"	"Axenfeld-Rieger syndrome"	"MIM:PS180500"
"DOID:14686"	"Axenfeld-Rieger syndrome"	"NCI:C131001"
"DOID:14686"	"Axenfeld-Rieger syndrome"	"ORDO:782"
"DOID:14686"	"Axenfeld-Rieger syndrome"	"SNOMEDCT_US_2023_03_01:47507006"
"DOID:14686"	"Axenfeld-Rieger syndrome"	"UMLS_CUI:C0265341"
"DOID:0110120"	"Axenfeld-Rieger syndrome type 1"	"ICD10CM:Q13.8"
"DOID:0110120"	"Axenfeld-Rieger syndrome type 1"	"MIM:180500"
"DOID:0110121"	"Axenfeld-Rieger syndrome type 2"	"ICD10CM:Q13.8"
"DOID:0110121"	"Axenfeld-Rieger syndrome type 2"	"MIM:601499"
"DOID:0110122"	"Axenfeld-Rieger syndrome type 3"	"ICD10CM:Q13.8"
"DOID:0110122"	"Axenfeld-Rieger syndrome type 3"	"MIM:602482"
"DOID:0111688"	"Ayme-Gripp syndrome"	"MESH:C563390"
"DOID:0111688"	"Ayme-Gripp syndrome"	"MIM:601088"
"DOID:0111688"	"Ayme-Gripp syndrome"	"UMLS_CUI:C1832812"
"DOID:2115"	"B cell deficiency"	"ICD9CM:279.03"
"DOID:2115"	"B cell deficiency"	"SNOMEDCT_US_2023_03_01:190982008"
"DOID:2115"	"B cell deficiency"	"UMLS_CUI:C0154276"
"DOID:0080638"	"B-cell acute lymphoblastic leukemia"	"NCI:C8644"
"DOID:0060592"	"B-cell adult acute lymphocytic leukemia"	"NCI:C9143"
"DOID:707"	"B-cell lymphoma"	"GARD:5877"
"DOID:707"	"B-cell lymphoma"	"MESH:D016393"
"DOID:707"	"B-cell lymphoma"	"NCI:C3457"
"DOID:707"	"B-cell lymphoma"	"SNOMEDCT_US_2023_03_01:109979007"
"DOID:707"	"B-cell lymphoma"	"UMLS_CUI:C0079731"
"DOID:0081041"	"B-cell prolymphocytic leukemia"	"GARD:8223"
"DOID:0081041"	"B-cell prolymphocytic leukemia"	"ICDO:9833/3"
"DOID:0081041"	"B-cell prolymphocytic leukemia"	"NCI:C4753"
"DOID:0081041"	"B-cell prolymphocytic leukemia"	"ORDO:86852"
"DOID:0081412"	"B-lymphoblastic leukemia with DUX4 rearrangement"	"ICDO:9811/3"
"DOID:0081412"	"B-lymphoblastic leukemia with DUX4 rearrangement"	"NCI:C199232"
"DOID:0070623"	"B-lymphoblastic leukemia with MEF2D rearrangement"	"ICDO:9811/3"
"DOID:0070623"	"B-lymphoblastic leukemia with MEF2D rearrangement"	"NCI:C199233"
"DOID:0070623"	"B-lymphoblastic leukemia with MEF2D rearrangement"	"UMLS_CUI:C5855479"
"DOID:0070624"	"B-lymphoblastic leukemia with MYC rearrangement"	"ICDO:9811/3"
