id	label	xrefs
"DOID:0050562"	"West syndrome"	"MESH:D013036"
"DOID:0050563"	"nonsyndromic deafness"	"MESH:C580334"
"DOID:0050571"	"congenital disorder of glycosylation type II"	"MESH:C535747"
"DOID:0050573"	"2-hydroxyglutaric aciduria"	"MESH:C535306"
"DOID:0050576"	"Senior-Loken syndrome"	"MESH:C537580"
"DOID:0050577"	"cranioectodermal dysplasia"	"MESH:C562966"
"DOID:0050581"	"brachydactyly"	"MESH:D059327"
"DOID:0050587"	"trichotillomania"	"MESH:D014256"
"DOID:0050589"	"inflammatory bowel disease"	"MESH:D015212"
"DOID:0050591"	"tooth agenesis"	"MESH:D000848"
"DOID:0050597"	"intestinal schistosomiasis"	"MESH:D012555, MESH:D012554"
"DOID:0050600"	"ABCD syndrome"	"MESH:C535334"
"DOID:0050604"	"acrocapitofemoral dysplasia"	"MESH:C564334"
"DOID:0050605"	"acrodermatitis enteropathica"	"MESH:C538178"
"DOID:0050619"	"paranasal sinus cancer"	"MESH:D010255"
"DOID:0050630"	"Aland Island eye disease"	"MESH:C562664"
"DOID:0050631"	"Allan-Herndon-Dudley syndrome"	"MESH:C537047"
"DOID:0050632"	"oculocutaneous albinism"	"MESH:D016115"
"DOID:0050633"	"ocular albinism 1"	"MESH:D016117"
"DOID:0050634"	"alopecia universalis"	"MESH:C537055"
"DOID:0050635"	"alternating hemiplegia of childhood"	"MESH:C536589"
"DOID:0050641"	"Rh deficiency syndrome"	"MESH:C562717"
"DOID:0050644"	"arterial calcification of infancy"	"MESH:C537440"
"DOID:0050645"	"arterial tortuosity syndrome"	"MESH:C565942"
"DOID:0050647"	"Arts syndrome"	"MESH:C535388"
"DOID:0050651"	"atrioventricular septal defect"	"MESH:D004694"
"DOID:0050654"	"Baller-Gerold syndrome"	"MESH:C536788"
"DOID:0050657"	"Bannayan-Riley-Ruvalcaba syndrome"	"MESH:D006223"
"DOID:0050659"	"biotin-responsive basal ganglia disease"	"MESH:C537658"
"DOID:0050661"	"vitelliform macular dystrophy"	"MESH:D057826"
"DOID:0050662"	"bestrophinopathy"	"MESH:C567518"
"DOID:0050663"	"Bethlem myopathy"	"MESH:C535436"
"DOID:0050675"	"Birk-Barel syndrome"	"MESH:C567357"
"DOID:0050676"	"Birt-Hogg-Dube syndrome"	"MESH:D058249"
"DOID:0050677"	"Bjornstad syndrome"	"MESH:C537633"
"DOID:0050678"	"Blau syndrome"	"MESH:C538157"
"DOID:0050680"	"Boomerang dysplasia"	"MESH:C536573"
"DOID:0050681"	"Borjeson-Forssman-Lehmann syndrome"	"MESH:C536575"
"DOID:0050683"	"Bothnia retinal dystrophy"	"MESH:C564392"
"DOID:0050684"	"Bowen-Conradi syndrome"	"MESH:C537081"
"DOID:0050686"	"organ system cancer"	"MESH:D009371"
"DOID:0050689"	"brachydactyly-syndactyly syndrome"	"MESH:C565193"
"DOID:0050690"	"brachyolmia"	"MESH:C537098"
"DOID:0050692"	"Brody myopathy"	"MESH:C536607"
"DOID:0050694"	"Brown-Vialetto-Van Laere syndrome"	"MESH:C537111"
"DOID:0050697"	"chorioamnionitis"	"MESH:D002821"
"DOID:0050699"	"Dent disease"	"MESH:D057973"
"DOID:0050700"	"cardiomyopathy"	"MESH:D009202"
"DOID:0050722"	"PHGDH deficiency"	"MESH:C566618"
"DOID:0050731"	"vitamin B12 deficiency"	"MESH:D014806"
"DOID:0050740"	"Qazi Markouizos syndrome"	"MESH:C536259"
"DOID:0050742"	"nicotine dependence"	"MESH:D014029"
"DOID:0050745"	"diffuse large B-cell lymphoma"	"MESH:D016403"
"DOID:0050746"	"mantle cell lymphoma"	"MESH:D020522"
"DOID:0050748"	"marginal zone lymphoma"	"MESH:D018442"
"DOID:0050753"	"cerebellar ataxia"	"MESH:D002524"
"DOID:0050757"	"deafness-dystonia-optic neuronopathy syndrome"	"MESH:C535808"
"DOID:0050759"	"myotonic dystrophy type 2"	"MESH:D020967"
"DOID:0050765"	"neuroacanthocytosis"	"MESH:D054546"
"DOID:0050766"	"choreaacanthocytosis"	"MESH:D054546"
"DOID:0050769"	"N syndrome"	"MESH:C536108"
"DOID:0050770"	"polycystic liver disease"	"MESH:C536330"
"DOID:0050771"	"pheochromocytoma"	"MESH:D010673"
"DOID:0050773"	"paraganglioma"	"MESH:D010235"
"DOID:0050774"	"rapadilino syndrome"	"MESH:C535288"
"DOID:0050775"	"schneckenbecken dysplasia"	"MESH:C536637"
"DOID:0050779"	"hydrolethalus syndrome"	"MESH:C536079"
"DOID:0050782"	"Zollinger-Ellison syndrome"	"MESH:D015043"
"DOID:0050783"	"secondary progressive multiple sclerosis"	"MESH:D020528"
"DOID:0050784"	"primary progressive multiple sclerosis"	"MESH:D020528"
"DOID:0050785"	"progressive relapsing multiple sclerosis"	"MESH:D020528"
"DOID:0050787"	"juvenile polyposis syndrome"	"MESH:C537702"
"DOID:0050790"	"fibular hypoplasia and complex brachydactyly"	"MESH:C537931"
"DOID:0050791"	"persistent Mullerian duct syndrome"	"MESH:C536665"
"DOID:0050792"	"multiple cutaneous and mucosal venous malformations"	"MESH:C563977"
"DOID:0050795"	"cone dystrophy"	"MESH:D000077765"
"DOID:0050796"	"achalasia microcephaly syndrome"	"MESH:C536010"
"DOID:0050797"	"peroxisomal acyl-CoA oxidase deficiency"	"MESH:C536662"
"DOID:0050799"	"guanidinoacetate methyltransferase deficiency"	"MESH:C537622"
"DOID:0050807"	"Kahrizi syndrome"	"MESH:C567196"
"DOID:0050810"	"biotin deficiency"	"MESH:C531633"
"DOID:0050812"	"spondyloepimetaphyseal dysplasia, Pakistani type"	"MESH:C567551"
"DOID:0050814"	"temtamy preaxial brachydactyly syndrome"	"MESH:C536958"
"DOID:0050816"	"urofacial syndrome"	"MESH:C536480"
"DOID:0050817"	"Stargardt disease"	"MESH:D000080362"
"DOID:0050820"	"atrioventricular block"	"MESH:D054537"
"DOID:0050827"	"rheumatic heart disease"	"MESH:D012214"
"DOID:0050830"	"peripheral artery disease"	"MESH:D058729"
"DOID:0050831"	"familial encephalopathy with neuroserpin inclusion bodies"	"MESH:C536841"
"DOID:0050834"	"CHARGE syndrome"	"MESH:D058747"
"DOID:0050835"	"generalized dystonia"	"MESH:D004422, MESH:D020821"
"DOID:0050847"	"sleep apnea"	"MESH:D012891"
"DOID:0050848"	"obstructive sleep apnea"	"MESH:D020181"
"DOID:0050854"	"Muckle-Wells syndrome"	"MESH:D056587"
"DOID:0050858"	"Marshall-Smith syndrome"	"MESH:C536026"
"DOID:0050871"	"fibroma"	"MESH:D005350"
"DOID:0050873"	"follicular lymphoma"	"MESH:D008224"
"DOID:0050876"	"Caroli disease"	"MESH:D016767"
"DOID:0050881"	"inclusion body myopathy with Paget disease of bone and frontotemporal dementia"	"MESH:C563476"
"DOID:0050884"	"triosephosphate isomerase deficiency"	"MESH:C566029"
"DOID:0050887"	"Townes-Brocks syndrome"	"MESH:C536974"
"DOID:0050894"	"ameloblastoma"	"MESH:D000564"
"DOID:0050902"	"medulloblastoma"	"MESH:D018242, MESH:D008527"
"DOID:0050908"	"myelodysplastic syndrome"	"MESH:D009190"
"DOID:0050946"	"Charlevoix-Saguenay spastic ataxia"	"MESH:C536787"
"DOID:0050952"	"spastic ataxia"	"MESH:C564815"
"DOID:0050974"	"spinocerebellar ataxia type 25"	"MESH:C537202"
"DOID:0050975"	"spinocerebellar ataxia type 26"	"MESH:C537203"
"DOID:0050990"	"episodic ataxia type 2"	"MESH:C535506"
"DOID:0050997"	"cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome"	"MESH:C535731"
"DOID:0060013"	"X-linked severe combined immunodeficiency"	"MESH:D053632"
"DOID:0060020"	"reticular dysgenesis"	"MESH:C538361"
"DOID:0060025"	"immunoglobulin alpha deficiency"	"MESH:D017098"
"DOID:0060041"	"autism spectrum disorder"	"MESH:D000067877"
"DOID:0060046"	"aphasia"	"MESH:D001037"
"DOID:0060055"	"popliteal pterygium syndrome"	"MESH:C562509"
"DOID:0060058"	"lymphoma"	"MESH:D008223"
"DOID:0060060"	"non-Hodgkin lymphoma"	"MESH:D008228"
"DOID:0060061"	"primary cutaneous T-cell non-Hodgkin lymphoma"	"MESH:D016410"
"DOID:0060068"	"nonbacterial thrombotic endocarditis"	"MESH:D059905"
"DOID:0060098"	"osteoblastoma"	"MESH:D018215"
"DOID:0060119"	"pharynx cancer"	"MESH:D010610"
"DOID:0060123"	"connective tissue benign neoplasm"	"MESH:D012983"
"DOID:0060125"	"heavy chain disease"	"MESH:D006362"
"DOID:0060135"	"apraxia"	"MESH:D001072"
"DOID:0060155"	"visual agnosia"	"MESH:C531604"
"DOID:0060160"	"childhood spinal muscular atrophy"	"MESH:D014897"
"DOID:0060161"	"Kennedy's disease"	"MESH:D055534"
"DOID:0060162"	"dentatorubral-pallidoluysian atrophy"	"MESH:D020191"
"DOID:0060165"	"Kleine-Levin syndrome"	"MESH:D017593"
"DOID:0060167"	"seasonal affective disorder"	"MESH:D016574"
"DOID:0060168"	"histidinemia"	"MESH:C538320"
"DOID:0060170"	"generalized epilepsy with febrile seizures plus"	"MESH:C565808"
"DOID:0060173"	"Timothy syndrome"	"MESH:C536962"
"DOID:0060175"	"succinic semialdehyde dehydrogenase deficiency"	"MESH:C535803"
"DOID:0060177"	"homocarnosinosis"	"MESH:C535328"
"DOID:0060180"	"colitis"	"MESH:D003092"
"DOID:0060181"	"ischemic colitis"	"MESH:D017091"
"DOID:0060182"	"microscopic colitis"	"MESH:D046728"
"DOID:0060183"	"collagenous colitis"	"MESH:D046729"
"DOID:0060184"	"lymphocytic colitis"	"MESH:D046730"
"DOID:0060185"	"Clostridium difficile colitis"	"MESH:D004761"
"DOID:0060189"	"ileitis"	"MESH:D007079"
"DOID:0060192"	"Crohn's colitis"	"MESH:D003424"
"DOID:0060215"	"Balo concentric sclerosis"	"MESH:D002549"
"DOID:0060216"	"Cogan syndrome"	"MESH:D055952"
"DOID:0060218"	"CREST syndrome"	"MESH:D017675"
"DOID:0060223"	"agraphia"	"MESH:D000381"
"DOID:0060224"	"atrial fibrillation"	"MESH:D001281"
"DOID:0060226"	"acrofrontofacionasal dysostosis"	"MESH:C538186"
"DOID:0060230"	"basal ganglia calcification"	"MESH:C536275"
"DOID:0060232"	"branchiootic syndrome"	"MESH:C537104"
"DOID:0060233"	"cardiofaciocutaneous syndrome"	"MESH:C535579"
"DOID:0060234"	"Carpenter syndrome"	"MESH:C563187"
"DOID:0060235"	"carnitine palmitoyltransferase II deficiency"	"MESH:C535589"
"DOID:0060237"	"Warburg micro syndrome"	"MESH:C536681"
"DOID:0060238"	"Van Maldergem syndrome"	"MESH:C536530"
"DOID:0060239"	"Van der Woude syndrome"	"MESH:C563529, MESH:C536528"
"DOID:0060240"	"UV-sensitive syndrome"	"MESH:C563466"
"DOID:0060241"	"3-M syndrome"	"MESH:C535314"
"DOID:0060242"	"synpolydactyly"	"MESH:C538153"
"DOID:0060243"	"stuttering"	"MESH:D013342"
"DOID:0060245"	"Mast syndrome"	"MESH:C565409"
"DOID:0060246"	"MASA syndrome"	"MESH:C536029"
"DOID:0060247"	"Smith-McCort dysplasia"	"MESH:C564589"
"DOID:0060248"	"Simpson-Golabi-Behmel syndrome type 1"	"MESH:C537340"
"DOID:0060249"	"scoliosis"	"MESH:D012600"
"DOID:0060251"	"sclerosteosis"	"MESH:C537525"
"DOID:0060252"	"sclerocornea"	"MESH:C565209"
"DOID:0060253"	"scapuloperoneal myopathy"	"MESH:C536624"
"DOID:0060254"	"Robinow syndrome"	"MESH:C562492"
"DOID:0060256"	"Dowling-Degos disease"	"MESH:C562924"
"DOID:0060257"	"dyschromatosis symmetrica hereditaria"	"MESH:C535729"
"DOID:0060259"	"renal-hepatic-pancreatic dysplasia"	"MESH:C567142"
"DOID:0060260"	"ptosis"	"MESH:D001763"
"DOID:0060262"	"gallbladder disease"	"MESH:D005705"
"DOID:0060263"	"porencephaly"	"MESH:D065708"
"DOID:0060264"	"pontocerebellar hypoplasia"	"MESH:C580383"
"DOID:0060267"	"pontocerebellar hypoplasia type 2A"	"MESH:C564738"
"DOID:0060268"	"pontocerebellar hypoplasia type 2B"	"MESH:C567325"
"DOID:0060269"	"pontocerebellar hypoplasia type 2C"	"MESH:C567324"
"DOID:0060272"	"pontocerebellar hypoplasia type 3"	"MESH:C548072"
"DOID:0060273"	"pontocerebellar hypoplasia type 4"	"MESH:C536716"
"DOID:0060274"	"pontocerebellar hypoplasia type 5"	"MESH:C537745"
"DOID:0060275"	"pontocerebellar hypoplasia type 6"	"MESH:C548074"
"DOID:0060282"	"persistent hyperplastic primary vitreous"	"MESH:D054514"
"DOID:0060283"	"peeling skin syndrome"	"MESH:C564818"
"DOID:0060284"	"paroxysmal nocturnal hemoglobinuria"	"MESH:D006457"
"DOID:0060285"	"parietal foramina"	"MESH:C566826"
"DOID:0060289"	"Ohdo syndrome"	"MESH:C536232"
"DOID:0060290"	"Ohdo syndrome, SBBYS variant"	"MESH:C536717"
"DOID:0060291"	"oculodentodigital dysplasia"	"MESH:C563160"
"DOID:0060292"	"X-linked chondrodysplasia punctata 1"	"MESH:C580533"
"DOID:0060294"	"cold-induced sweating syndrome"	"MESH:C536214"
"DOID:0060296"	"congenital secretory chloride diarrhea 1"	"MESH:C536210"
"DOID:0060297"	"complement component 4a deficiency"	"MESH:C565167"
"DOID:0060299"	"complement component 6 deficiency"	"MESH:C567307"
"DOID:0060300"	"complement component 7 deficiency"	"MESH:C566443"
"DOID:0060304"	"dyschromatosis universalis hereditaria"	"MESH:C535730"
"DOID:0060306"	"Meier-Gorlin syndrome"	"MESH:C538012"
"DOID:0060313"	"tracheomalacia"	"MESH:C557675"
"DOID:0060315"	"oral hairy leukoplakia"	"MESH:D017733"
"DOID:0060316"	"orofaciodigital syndrome I"	"MESH:D009958"
"DOID:0060317"	"lung abscess"	"MESH:D008169"
"DOID:0060318"	"acute promyelocytic leukemia"	"MESH:D015473"
"DOID:0060319"	"cardiac arrest"	"MESH:D006323"
"DOID:0060320"	"inguinal hernia"	"MESH:D006552"
"DOID:0060321"	"umbilical hernia"	"MESH:D006554"
"DOID:0060322"	"mastoiditis"	"MESH:D008417"
"DOID:0060326"	"myelomeningocele"	"MESH:D008591"
"DOID:0060327"	"omphalocele"	"MESH:D006554"
"DOID:0060328"	"anal fistula"	"MESH:D012003"
"DOID:0060329"	"ectopic pregnancy"	"MESH:D011271"
"DOID:0060330"	"Rapp-Hodgkin syndrome"	"MESH:C535289"
"DOID:0060336"	"3-methylglutaconic aciduria"	"MESH:C579867"
"DOID:0060337"	"CEDNIK syndrome"	"MESH:C537943"
"DOID:0060341"	"agnathia-otocephaly complex"	"MESH:C562503"
"DOID:0060342"	"acromelic frontonasal dysostosis"	"MESH:C566345"
"DOID:0060345"	"bacillary angiomatosis"	"MESH:D016917"
"DOID:0060346"	"Native American myopathy"	"MESH:C538343"
"DOID:0060347"	"acrorenal syndrome"	"MESH:C563159"
"DOID:0060348"	"hypoparathyroidism-retardation-dysmorphism syndrome"	"MESH:C537157"
"DOID:0060349"	"microcephaly with or without chorioretinopathy, lymphedema, or mental retardation"	"MESH:C537711"
"DOID:0060350"	"adenine phosphoribosyltransferase deficiency"	"MESH:C538228"
"DOID:0060352"	"Kleefstra syndrome 1"	"MESH:C563043"
"DOID:0060354"	"Stormorken syndrome"	"MESH:C566108"
"DOID:0060356"	"Vici syndrome"	"MESH:C535566"
"DOID:0060357"	"chylomicron retention disease"	"MESH:C535460"
"DOID:0060358"	"multiple acyl-CoA dehydrogenase deficiency"	"MESH:D054069"
"DOID:0060359"	"Sakati-Nyhan syndrome"	"MESH:C537227"
"DOID:0060360"	"hereditary papulotranslucent acrokeratoderma"	"MESH:C566323"
"DOID:0060362"	"punctate palmoplantar keratoderma type III"	"MESH:C535653"
"DOID:0060366"	"Hennekam syndrome"	"MESH:C537255"
"DOID:0060373"	"orofaciodigital syndrome III"	"MESH:C557817"
"DOID:0060374"	"orofaciodigital syndrome IV"	"MESH:C537133"
"DOID:0060375"	"orofaciodigital syndrome V"	"MESH:C557819"
"DOID:0060376"	"Joubert syndrome with orofaciodigital defect"	"MESH:C536531"
"DOID:0060377"	"orofaciodigital syndrome VII"	"MESH:C563104"
"DOID:0060378"	"orofaciodigital syndrome VIII"	"MESH:C557820"
"DOID:0060380"	"orofaciodigital syndrome X"	"MESH:C563491"
"DOID:0060381"	"orofaciodigital syndrome XI"	"MESH:C557821"
"DOID:0060382"	"orofaciodigital syndrome IX"	"MESH:C557818"
"DOID:0060383"	"acrofacial dysostosis Rodriguez type"	"MESH:C538183"
"DOID:0060384"	"acrofacial dysostosis, Catania type"	"MESH:C538182"
"DOID:0060385"	"acrofacial dysostosis, Patagonia type"	"MESH:C538185"
"DOID:0060386"	"Chilblain lupus"	"MESH:C535924"
"DOID:0060387"	"chondrodysplasia Blomstrand type"	"MESH:C537914"
"DOID:0060389"	"chromosome 10q23 deletion syndrome"	"MESH:C567385"
"DOID:0060390"	"distal 10q deletion syndrome"	"MESH:C567182"
"DOID:0060394"	"chromosome 15q13.3 microdeletion syndrome"	"MESH:C567439"
"DOID:0060395"	"chromosome 15q24 deletion syndrome"	"MESH:C579849"
"DOID:0060397"	"chromosome 15q26-qter deletion syndrome"	"MESH:C567232"
"DOID:0060402"	"chromosome 17p13.1 deletion syndrome"	"MESH:D054221"
"DOID:0060403"	"chromosome 17q11.2 deletion syndrome"	"MESH:C563524"
"DOID:0060406"	"chromosome 18p deletion syndrome"	"MESH:C538309"
"DOID:0060407"	"chromosome 18q deletion syndrome"	"MESH:C536580"
"DOID:0060408"	"chromosome 19q13.11 deletion syndrome"	"MESH:C567810"
"DOID:0060409"	"NFIA-related disorder"	"MESH:C535594"
"DOID:0060410"	"chromosome 1p36 deletion syndrome"	"MESH:C535362"
"DOID:0060413"	"chromosome 22q11.2 deletion syndrome, distal"	"MESH:C567511"
"DOID:0060415"	"chromosome 2p16.1-p15 deletion syndrome"	"MESH:C567289"
"DOID:0060416"	"chromosome 2q31.2 deletion syndrome"	"MESH:C567344"
"DOID:0060418"	"chromosome 3q13.31 deletion syndrome"	"MESH:C536808"
"DOID:0060419"	"chromosome 3q29 microdeletion syndrome"	"MESH:C567184"
"DOID:0060422"	"chromosome 6pter-p24 deletion syndrome"	"MESH:C567239"
"DOID:0060428"	"SATB2-associated syndrome"	"MESH:C567350"
"DOID:0060432"	"chromosome 17p13.3 duplication syndrome"	"MESH:C567705"
"DOID:0060435"	"chromosome 1q21.1 duplication syndrome"	"MESH:C567290"
"DOID:0060436"	"chromosome 22q11.2 microduplication syndrome"	"MESH:C567224"
"DOID:0060438"	"Cole-Carpenter syndrome"	"MESH:C535963"
"DOID:0060439"	"lysinuric protein intolerance"	"MESH:C562687"
"DOID:0060444"	"granular corneal dystrophy 2"	"MESH:C535474"
"DOID:0060445"	"congenital stromal corneal dystrophy"	"MESH:C566452"
"DOID:0060446"	"X-linked endothelial corneal dystrophy"	"MESH:C567587"
"DOID:0060447"	"epithelial basement membrane dystrophy"	"MESH:C535477"
"DOID:0060448"	"Fleck corneal dystrophy"	"MESH:C563256"
"DOID:0060449"	"gelatinous drop-like corneal dystrophy"	"MESH:C535480"
"DOID:0060450"	"Lisch epithelial corneal dystrophy"	"MESH:C567588"
"DOID:0060451"	"Meesmann corneal dystrophy"	"MESH:D053559"
"DOID:0060452"	"posterior amorphous corneal dystrophy"	"MESH:C567546"
"DOID:0060453"	"Reis-Bucklers corneal dystrophy"	"MESH:C535476"
"DOID:0060454"	"subepithelial mucinous corneal dystrophy"	"MESH:C567547"
"DOID:0060455"	"Thiel-Behnke corneal dystrophy"	"MESH:C535942"
"DOID:0060456"	"Schnyder corneal dystrophy"	"MESH:C535475"
"DOID:0060457"	"posterior polymorphous corneal dystrophy"	"MESH:C562745"
"DOID:0060459"	"chromosome 3q29 microduplication syndrome"	"MESH:C567626"
"DOID:0060460"	"chromosome 5p13 duplication syndrome"	"MESH:C567717"
"DOID:0060461"	"chromosome Xp11.23-p11.22 duplication syndrome"	"MESH:C567585"
"DOID:0060462"	"Desbuquois dysplasia"	"MESH:C535943"
"DOID:0060464"	"Feingold syndrome"	"MESH:C537734"
"DOID:0060465"	"fibrochondrogenesis"	"MESH:C562524"
"DOID:0060466"	"gingival fibromatosis"	"MESH:C562884"
"DOID:0060467"	"humeroradial synostosis"	"MESH:C535284"
"DOID:0060468"	"Holt-Oram syndrome"	"MESH:C535326"
"DOID:0060469"	"Miller-Dieker lissencephaly syndrome"	"MESH:D054221"
"DOID:0060471"	"fetal valproate syndrome"	"MESH:C536525"
"DOID:0060472"	"Kindler syndrome"	"MESH:C536321"
"DOID:0060473"	"Kabuki syndrome"	"MESH:C537705"
"DOID:0060476"	"Perlman syndrome"	"MESH:C536399"
"DOID:0060478"	"Zika fever"	"MESH:D000071243"
"DOID:0060479"	"Shwachman-Diamond syndrome"	"MESH:D000081003"
"DOID:0060481"	"Goldberg-Shprintzen syndrome"	"MESH:C537279"
"DOID:0060482"	"oculoauricular syndrome"	"MESH:C567416"
"DOID:0060484"	"EAST syndrome"	"MESH:C557674"
"DOID:0060485"	"Mowat-Wilson syndrome"	"MESH:C536990"
"DOID:0060486"	"Perry syndrome"	"MESH:C566822"
"DOID:0060488"	"Pitt-Hopkins syndrome"	"MESH:C537403"
"DOID:0060490"	"Schimke immuno-osseous dysplasia"	"MESH:C536629"
"DOID:0060491"	"SPOAN syndrome"	"MESH:C563702"
"DOID:0060536"	"mitochondrial complex I deficiency"	"MESH:C537475"
"DOID:0060537"	"mitochondrial complex II deficiency"	"MESH:C565375"
"DOID:0060538"	"purpura fulminans"	"MESH:D055665"
"DOID:0060540"	"Hermansky-Pudlak syndrome 2"	"MESH:C537709"
