id	label	xrefs
"DOID:0050861"	"colorectal adenocarcinoma"	"NCI:C5105"
"DOID:0050865"	"tongue squamous cell carcinoma"	"NCI:C4648"
"DOID:0050876"	"Caroli disease"	"NCI:C84619"
"DOID:0050902"	"medulloblastoma"	"NCI:C3222, NCI:C3716, NCI:C27294"
"DOID:0050909"	"extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue"	"NCI:C3898"
"DOID:0050915"	"rectal adenoma"	"NCI:C5546"
"DOID:0050938"	"breast lobular carcinoma"	"NCI:C3771"
"DOID:0060013"	"X-linked severe combined immunodeficiency"	"NCI:C4682"
"DOID:0060020"	"reticular dysgenesis"	"NCI:C27070"
"DOID:0060023"	"immunodeficiency with hyper IgM type 3"	"NCI:C176416"
"DOID:0060055"	"popliteal pterygium syndrome"	"NCI:C118786"
"DOID:0060058"	"lymphoma"	"NCI:C7065, NCI:C3208"
"DOID:0060060"	"non-Hodgkin lymphoma"	"NCI:C3211"
"DOID:0060061"	"primary cutaneous T-cell non-Hodgkin lymphoma"	"NCI:C3467"
"DOID:0060085"	"organ system benign neoplasm"	"NCI:C3677"
"DOID:0060103"	"central nervous system embryonal tumor"	"NCI:C5398"
"DOID:0060119"	"pharynx cancer"	"NCI:C3325"
"DOID:0060123"	"connective tissue benign neoplasm"	"NCI:C3377"
"DOID:0060125"	"heavy chain disease"	"NCI:C3082, NCI:C3892, NCI:C3083"
"DOID:0060135"	"apraxia"	"NCI:C180557"
"DOID:0060160"	"childhood spinal muscular atrophy"	"NCI:C85076"
"DOID:0060161"	"Kennedy's disease"	"NCI:C85233"
"DOID:0060162"	"dentatorubral-pallidoluysian atrophy"	"NCI:C122653"
"DOID:0060180"	"colitis"	"NCI:C26723"
"DOID:0060182"	"microscopic colitis"	"NCI:C38504"
"DOID:0060183"	"collagenous colitis"	"NCI:C27021"
"DOID:0060184"	"lymphocytic colitis"	"NCI:C27147"
"DOID:0060185"	"Clostridium difficile colitis"	"NCI:C128347"
"DOID:0060189"	"ileitis"	"NCI:C84782"
"DOID:0060192"	"Crohn's colitis"	"NCI:C37262"
"DOID:0060215"	"Balo concentric sclerosis"	"NCI:C84670"
"DOID:0060217"	"Cogan-Reese syndrome"	"NCI:C84644"
"DOID:0060218"	"CREST syndrome"	"NCI:C70646"
"DOID:0060224"	"atrial fibrillation"	"NCI:C50466"
"DOID:0060234"	"Carpenter syndrome"	"NCI:C98873"
"DOID:0060235"	"carnitine palmitoyltransferase II deficiency"	"NCI:C114766"
"DOID:0060239"	"Van der Woude syndrome"	"NCI:C74986"
"DOID:0060242"	"synpolydactyly"	"NCI:C75003"
"DOID:0060243"	"stuttering"	"NCI:C35043"
"DOID:0060246"	"MASA syndrome"	"NCI:C129930"
"DOID:0060248"	"Simpson-Golabi-Behmel syndrome type 1"	"NCI:C118787"
"DOID:0060249"	"scoliosis"	"NCI:C78603"
"DOID:0060251"	"sclerosteosis"	"NCI:C131133"
"DOID:0060254"	"Robinow syndrome"	"NCI:C85048"
"DOID:0060257"	"dyschromatosis symmetrica hereditaria"	"NCI:C118435"
"DOID:0060260"	"ptosis"	"NCI:C27298"
"DOID:0060261"	"congenital ptosis"	"NCI:C27049"
"DOID:0060262"	"gallbladder disease"	"NCI:C34631"
"DOID:0060282"	"persistent hyperplastic primary vitreous"	"NCI:C161554"
"DOID:0060284"	"paroxysmal nocturnal hemoglobinuria"	"NCI:C61233"
"DOID:0060304"	"dyschromatosis universalis hereditaria"	"NCI:C173131"
"DOID:0060312"	"angular cheilitis"	"NCI:C112198"
"DOID:0060315"	"oral hairy leukoplakia"	"NCI:C3722"
"DOID:0060316"	"orofaciodigital syndrome I"	"NCI:C75481"
"DOID:0060317"	"lung abscess"	"NCI:C99090"
"DOID:0060318"	"acute promyelocytic leukemia"	"NCI:C3182"
"DOID:0060319"	"cardiac arrest"	"NCI:C50483, NCI:C50479"
"DOID:0060320"	"inguinal hernia"	"NCI:C34690, NCI:C34691, NCI:C34692"
"DOID:0060321"	"umbilical hernia"	"NCI:C98997"
"DOID:0060322"	"mastoiditis"	"NCI:C128368"
"DOID:0060326"	"myelomeningocele"	"NCI:C98874, NCI:C101201"
"DOID:0060327"	"omphalocele"	"NCI:C98997"
"DOID:0060329"	"ectopic pregnancy"	"NCI:C34945"
"DOID:0060345"	"bacillary angiomatosis"	"NCI:C3477"
"DOID:0060348"	"hypoparathyroidism-retardation-dysmorphism syndrome"	"NCI:C133727"
"DOID:0060350"	"adenine phosphoribosyltransferase deficiency"	"NCI:C121564"
"DOID:0060352"	"Kleefstra syndrome 1"	"NCI:C129976"
"DOID:0060356"	"Vici syndrome"	"NCI:C138174"
"DOID:0060358"	"multiple acyl-CoA dehydrogenase deficiency"	"NCI:C84907"
"DOID:0060376"	"Joubert syndrome with orofaciodigital defect"	"NCI:C124841"
"DOID:0060387"	"chondrodysplasia Blomstrand type"	"NCI:C131420"
"DOID:0060406"	"chromosome 18p deletion syndrome"	"NCI:C84521"
"DOID:0060410"	"chromosome 1p36 deletion syndrome"	"NCI:C74983"
"DOID:0060438"	"Cole-Carpenter syndrome"	"NCI:C130985"
"DOID:0060439"	"lysinuric protein intolerance"	"NCI:C121563"
"DOID:0060449"	"gelatinous drop-like corneal dystrophy"	"NCI:C142805"
"DOID:0060451"	"Meesmann corneal dystrophy"	"NCI:C84795"
"DOID:0060462"	"Desbuquois dysplasia"	"NCI:C124056"
"DOID:0060463"	"NUT midline carcinoma"	"NCI:C45716"
"DOID:0060468"	"Holt-Oram syndrome"	"NCI:C125592"
"DOID:0060469"	"Miller-Dieker lissencephaly syndrome"	"NCI:C124852"
"DOID:0060471"	"fetal valproate syndrome"	"NCI:C98930"
"DOID:0060473"	"Kabuki syndrome"	"NCI:C124837"
"DOID:0060485"	"Mowat-Wilson syndrome"	"NCI:C74999"
"DOID:0060488"	"Pitt-Hopkins syndrome"	"NCI:C129872"
"DOID:0060490"	"Schimke immuno-osseous dysplasia"	"NCI:C135087"
"DOID:0060534"	"hepatoid adenocarcinoma"	"NCI:C66950"
"DOID:0060548"	"luminal breast carcinoma A"	"NCI:C53554"
"DOID:0060573"	"von Willebrand's disease 1"	"NCI:C131685"
"DOID:0060591"	"WHIM syndrome 1"	"NCI:C176819"
"DOID:0060592"	"B-cell adult acute lymphocytic leukemia"	"NCI:C9143"
"DOID:0060597"	"atypical chronic myeloid leukemia, BCR-ABL1 negative"	"NCI:C3519"
"DOID:0060610"	"megacystis-microcolon-intestinal hypoperistalsis syndrome"	"NCI:C98982"
"DOID:0060643"	"primary sclerosing cholangitis"	"NCI:C4828"
"DOID:0060655"	"autosomal recessive congenital ichthyosis"	"NCI:C84805"
"DOID:0060703"	"Muenke Syndrome"	"NCI:C84904"
"DOID:0060744"	"Pendred Syndrome"	"NCI:C121745"
"DOID:0060758"	"immunodeficiency with hyper-IgM type 2"	"NCI:C129074"
"DOID:0060760"	"immunodeficiency with hyper-IgM type 4"	"NCI:C564277"
"DOID:0060782"	"EEC syndrome"	"NCI:C148261"
"DOID:0060783"	"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3"	"NCI:C148261"
"DOID:0060784"	"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1"	"NCI:C148261"
"DOID:0060799"	"syndromic X-linked intellectual disability Lubs type"	"NCI:C126747"
"DOID:0060800"	"syndromic X-linked intellectual disability 5"	"NCI:C124839"
"DOID:0060833"	"Griscelli syndrome type 2"	"NCI:C111814"
"DOID:0060844"	"Norrie disease"	"NCI:C118634"
"DOID:0060847"	"Leri-Weill dyschondrosteosis"	"NCI:C126560"
"DOID:0060849"	"osteoporosis-pseudoglioma syndrome"	"NCI:C130998"
"DOID:0060850"	"annular pancreas"	"NCI:C98813"
"DOID:0060851"	"pemphigus vulgaris"	"NCI:C34910"
"DOID:0060852"	"Pierson syndrome"	"NCI:C128145"
"DOID:0060853"	"Potocki-Lupski syndrome"	"NCI:C124846"
"DOID:0060854"	"autosomal recessive pseudohypoaldosteronism type 1"	"NCI:C123251"
"DOID:0060857"	"septooptic dysplasia"	"NCI:C85063"
"DOID:0060870"	"isolated growth hormone deficiency"	"NCI:C34555"
"DOID:0060877"	"bullous congenital ichthyosiform erythroderma"	"NCI:C84777"
"DOID:0060878"	"hypoparathyroidism-deafness-renal disease syndrome"	"NCI:C130983"
"DOID:0060901"	"lymphoplasmacytic lymphoma"	"NCI:C115212, NCI:C80307"
"DOID:0070039"	"NESCAV syndrome"	"NCI:C133742"
"DOID:0070145"	"hereditary sensory and autonomic neuropathy type 5"	"NCI:C156360"
"DOID:0070146"	"hereditary sensory neuropathy type 4"	"NCI:C118633"
"DOID:0070162"	"hereditary sensory and autonomic neuropathy type 1"	"NCI:C170433"
"DOID:0070167"	"spermatogenic failure 6"	"NCI:C158500"
"DOID:0070202"	"familial partial lipodystrophy type 2"	"NCI:C165527"
"DOID:0070212"	"hereditary lymphedema I"	"NCI:C48829"
"DOID:0070214"	"familial hyperinsulinemic hypoglycemia 7"	"NCI:C131839"
"DOID:0070221"	"progressive familial intrahepatic cholestasis"	"NCI:C84453"
"DOID:0070230"	"benign recurrent intrahepatic cholestasis"	"NCI:C84402"
"DOID:0070255"	"congenital disorder of glycosylation type IIc"	"NCI:C4690"
"DOID:0070271"	"Lynch syndrome 1"	"NCI:C6725"
"DOID:0070313"	"thiamine deficiency disease"	"NCI:C34418"
"DOID:0070314"	"obstructive nephropathy"	"NCI:C120902"
"DOID:0070315"	"hypoplastic right heart syndrome"	"NCI:C99053"
"DOID:0070322"	"childhood hepatocellular carcinoma"	"NCI:C7955"
"DOID:0070323"	"childhood acute myeloid leukemia"	"NCI:C9160"
"DOID:0070325"	"malignant childhood adrenal gland pheochromocytoma"	"NCI:C118822"
"DOID:0070326"	"spitzoid melanoma"	"NCI:C136825"
"DOID:0070327"	"melanoma in congenital melanocytic nevus"	"NCI:C48613"
"DOID:0070328"	"adult hepatocellular carcinoma"	"NCI:C7956"
"DOID:0070439"	"North Carolina macular dystrophy"	"NCI:C168999"
"DOID:0070475"	"SMARCB1-deficient renal medullary carcinoma"	"NCI:C7572"
"DOID:0070480"	"schwannomatosis 1"	"NCI:C186703"
"DOID:0070481"	"schwannomatosis 2"	"NCI:C186704"
"DOID:0070484"	"Legius syndrome"	"NCI:C176941"
"DOID:0070489"	"classic dopamine transporter deficiency syndrome"	"NCI:C129866"
"DOID:0070491"	"mitochondrial complex IV deficiency nuclear type 1"	"NCI:C176895"
"DOID:0070509"	"Schinzel Giedion syndrome"	"NCI:C129308"
"DOID:0070538"	"syndromic X-linked intellectual developmental disorder bain type"	"NCI:C183311"
"DOID:0070540"	"mitochondrial short-chain enoyl-CoA hydratase 1 deficiency"	"NCI:C174218"
"DOID:0070541"	"3-hydroxy-3-methylglutaryl-CoA lyase deficiency"	"NCI:C84523"
"DOID:0070562"	"Fanconi-Bickel syndrome"	"NCI:C168998"
"DOID:0070564"	"dialysis disequilibrium syndrome"	"NCI:C114781"
"DOID:0070617"	"rhabdoid tumor predisposition syndrome"	"NCI:C93268"
"DOID:0070622"	"ring chromosome 20 syndrome"	"NCI:C169001"
"DOID:0070623"	"B-lymphoblastic leukemia with MEF2D rearrangement"	"NCI:C199233"
"DOID:0070624"	"B-lymphoblastic leukemia with MYC rearrangement"	"NCI:C199230"
"DOID:0070625"	"B-lymphoblastic leukemia with NUTM1 rearrangement"	"NCI:C199239"
"DOID:0070626"	"B-lymphoblastic leukemia with PAX5alt"	"NCI:C199264"
"DOID:0070627"	"B-lymphoblastic leukemia with TCF3-HLF fusion"	"NCI:C200587"
"DOID:0070628"	"B-lymphoblastic leukemia with ZNF384 rearrangement"	"NCI:C199234"
"DOID:0070629"	"acute myeloid leukemia with CBFA2T3-GLIS2 fusion"	"NCI:C132109"
"DOID:0070630"	"acute myeloid leukemia with KAT6A-CREBBP fusion"	"NCI:C200421"
"DOID:0070631"	"acute myeloid leukemia with FUS-ERG fusion"	"NCI:C200419"
"DOID:0070632"	"acute myeloid leukemia with MNX1-ETV6 fusion"	"NCI:C122690"
"DOID:0070633"	"acute myeloid leukemia with NPM1-MLF1 fusion"	"NCI:C200420"
"DOID:0080016"	"spina bifida"	"NCI:C101214"
"DOID:0080041"	"hypochondroplasia"	"NCI:C118697"
"DOID:0080072"	"intestinal pseudo-obstruction"	"NCI:C34733"
"DOID:0080119"	"mitochondrial DNA depletion syndrome 1"	"NCI:C11967"
"DOID:0080122"	"Alpers-Huttenlocher syndrome"	"NCI:C35257"
"DOID:0080130"	"mitochondrial DNA depletion syndrome 12a"	"NCI:C129977"
"DOID:0080144"	"childhood acute lymphocytic leukemia"	"NCI:C3168"
"DOID:0080145"	"childhood T-cell acute lymphoblastic leukemia"	"NCI:C5640"
"DOID:0080146"	"childhood B-cell acute lymphoblastic leukemia"	"NCI:C9140"
"DOID:0080148"	"T-cell childhood lymphoblastic lymphoma"	"NCI:C7210"
"DOID:0080149"	"adult acute monocytic leukemia"	"NCI:C8263"
"DOID:0080164"	"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1"	"NCI:C84270"
"DOID:0080165"	"myeloid and lymphoid neoplasms associated with PDGFRA rearrangement"	"NCI:C84275"
"DOID:0080166"	"myeloid and lymphoid neoplasms associated with PDGFRB rearrangement"	"NCI:C84276"
"DOID:0080167"	"myeloid and lymphoid neoplasms associated with FGFR1 abnormalities"	"NCI:C84277"
"DOID:0080187"	"chronic neutrophilic leukemia"	"NCI:C3179"
"DOID:0080188"	"chronic myelomonocytic leukemia"	"NCI:C3178"
"DOID:0080190"	"malignant epithelioid hemangioendothelioma"	"NCI:C3800"
"DOID:0080199"	"colorectal carcinoma"	"NCI:C2955"
"DOID:0080202"	"adenoid cystic carcinoma"	"NCI:C2970"
"DOID:0080211"	"nodal marginal zone lymphoma"	"NCI:C8863"
"DOID:0080223"	"epidermolytic palmoplantar keratoderma"	"NCI:C84693"
"DOID:0080326"	"familial hypertrophic cardiomyopathy"	"NCI:C84773"
"DOID:0080335"	"mitochondrial DNA depletion syndrome 12b"	"NCI:C129977"
"DOID:0080367"	"chronic eosinophilic leukemia"	"NCI:C4563"
"DOID:0080369"	"ovarian sex-cord stromal tumor"	"NCI:C4862"
"DOID:0080370"	"ovarian sex cord-stromal benign neoplasm"	"NCI:C6803"
"DOID:0080390"	"nephrotic syndrome type 1"	"NCI:C122795"
"DOID:0080521"	"lung non-squamous non-small cell carcinoma"	"NCI:C135017"
"DOID:0080522"	"anaplastic thyroid carcinoma"	"NCI:C3878"
"DOID:0080524"	"thyroid gland adenocarcinoma"	"NCI:C27380"
"DOID:0080525"	"differentiated high-grade thyroid carcinoma"	"NCI:C7153"
"DOID:0080531"	"dedifferentiated liposarcoma"	"NCI:C3704"
"DOID:0080534"	"myxofibrosarcoma"	"NCI:C6496"
"DOID:0080544"	"hyper IgM syndrome"	"NCI:C3990"
"DOID:0080600"	"COVID-19"	"NCI:C171133"
"DOID:0080602"	"benign teratoma"	"NCI:C67107"
"DOID:0080617"	"lymph node benign neoplasm"	"NCI:C3636"
"DOID:0080619"	"auditory system benign neoplasm"	"NCI:C8417"
"DOID:0080630"	"B-lymphoblastic leukemia/lymphoma"	"NCI:C8936"
"DOID:0080638"	"B-cell acute lymphoblastic leukemia"	"NCI:C8644"
"DOID:0080640"	"gallbladder benign neoplasm"	"NCI:C4440"
"DOID:0080643"	"B-lymphoblastic leukemia/lymphoma with BCR-ABL1"	"NCI:C80331"
"DOID:0080644"	"B-lymphoblastic leukemia/lymphoma MLL rearranged"	"NCI:C80342"
"DOID:0080645"	"B-lymphoblastic leukemia/lymphoma with ETV6-RUNX1"	"NCI:C80343"
"DOID:0080646"	"B-lymphoblastic leukemia/lymphoma with hyperdiploidy"	"NCI:C80335"
"DOID:0080647"	"B-lymphoblastic leukemia/lymphoma with hypodiploidy"	"NCI:C80338"
"DOID:0080648"	"B-lymphoblastic leukemia/lymphoma with IGH::IL3 fusion"	"NCI:C80346"
"DOID:0080649"	"B-lymphoblastic leukemia/lymphoma with TCF3-PBX1"	"NCI:C80347"
"DOID:0080651"	"B-lymphoblastic leukemia/lymphoma with iAMP21"	"NCI:C130039"
"DOID:0080654"	"uric acid urolithiasis"	"NCI:C123245"
"DOID:0080656"	"45,X/46,XY mixed gonadal dysgenesis"	"NCI:C120199"
"DOID:0080664"	"diaphyseal medullary stenosis with malignant fibrous histiocytoma"	"NCI:C122660"
"DOID:0080674"	"luminal breast carcinoma B"	"NCI:C53555"
"DOID:0080684"	"diffuse midline glioma, H3 K27M-mutant"	"NCI:C129309"
"DOID:0080694"	"Galloway-Mowat syndrome"	"NCI:C132195"
"DOID:0080702"	"medulloblastoma WNT activated"	"NCI:C129440"
"DOID:0080703"	"medulloblastoma SHH activated"	"NCI:C129441"
"DOID:0080704"	"medulloblastoma SHH activated and TP53 mutant"	"NCI:C129442"
"DOID:0080705"	"medulloblastoma SHH activated and TP53 wild-type"	"NCI:C129443"
"DOID:0080706"	"medulloblastoma non-WNT/non-SHH"	"NCI:C129444"
"DOID:0080707"	"medulloblastoma non-WNT/non-SHH group 3"	"NCI:C129445"
"DOID:0080708"	"medulloblastoma non-WNT/non-SHH group 4"	"NCI:C129446"
"DOID:0080718"	"GNE myopathy"	"NCI:C176900"
"DOID:0080771"	"beta-thalassemia major"	"NCI:C129699"
"DOID:0080773"	"delta beta-thalassemia"	"NCI:C172823"
"DOID:0080775"	"complete androgen insensitivity syndrome"	"NCI:C120191"
"DOID:0080777"	"lung sarcomatoid carcinoma"	"NCI:C45540"
"DOID:0080779"	"plasmablastic lymphoma"	"NCI:C7224"
"DOID:0080780"	"acute erythroid leukemia"	"NCI:C8923"
"DOID:0080781"	"benign exocrine pancreas neoplasm"	"NCI:C4613"
"DOID:0080794"	"childhood acute megakaryoblastic leukemia"	"NCI:C7972"
"DOID:0080795"	"acute basophilic leukemia"	"NCI:C3164"
"DOID:0080796"	"core binding factor acute myeloid leukemia"	"NCI:C122688"
"DOID:0080797"	"nasal type extranodal NK/T-cell lymphoma"	"NCI:C4684"
"DOID:0080798"	"myeloid leukemia associated with Down Syndrome"	"NCI:C43223"
"DOID:0080799"	"sinonasal undifferentiated carcinoma"	"NCI:C54294"
"DOID:0080800"	"salivary gland mucinous adenocarcinoma"	"NCI:C62193"
"DOID:0080829"	"low grade glioma"	"NCI:C132067"
"DOID:0080842"	"intracranial meningioma"	"NCI:C4656"
"DOID:0080843"	"supratentorial meningioma"	"NCI:C6971"
"DOID:0080854"	"anaplastic pleomorphic xanthoastrocytoma"	"NCI:C129327"
"DOID:0080875"	"IDH-mutant anaplastic astrocytoma"	"NCI:C185167"
"DOID:0080876"	"IDH-wildtype anaplastic astrocytoma"	"NCI:C129291"
"DOID:0080877"	"astrocytoma, IDH-mutant, grade 4"	"NCI:C167335"
"DOID:0080878"	"IDH-wildtype glioblastoma"	"NCI:C39750"
"DOID:0080880"	"diffuse glioma, H3 G34 mutant"	"NCI:C185371"
"DOID:0080882"	"IDH-mutant and 1p/19q-codeleted oligodendroglioma"	"NCI:C129321"
"DOID:0080888"	"spinal ependymoma, MYCN-amplified"	"NCI:C186494"
"DOID:0080892"	"RELA fusion-positive ependymoma"	"NCI:C129351"
"DOID:0080895"	"rapidly involuting congenital hemangioma"	"NCI:C172207"
"DOID:0080899"	"lung pleomorphic carcinoma"	"NCI:C45542"
"DOID:0080903"	"embryonal tumor with multilayered rosettes, C19MC-altered"	"NCI:C4915"
"DOID:0080905"	"central nervous system neuroblastoma"	"NCI:C4826"
"DOID:0080909"	"castration-resistant prostate carcinoma"	"NCI:C130234"
"DOID:0080915"	"histiocytic sarcoma"	"NCI:C27349"
"DOID:0080916"	"erythroleukemia"	"NCI:C7152"
"DOID:0080918"	"polymicrogyria"	"NCI:C116936"
"DOID:0080922"	"bilateral frontoparietal polymicrogyria"	"NCI:C148367"
"DOID:0080925"	"cytochrome P450 oxidoreductase deficiency"	"NCI:C131302"
"DOID:0080956"	"childhood supratentorial embryonal tumor with multilayered rosettes, C19MC-altered"	"NCI:C6772"
"DOID:0080976"	"acute myeloid leukemia with BCR-ABL1"	"NCI:C129785"
"DOID:0080996"	"diffuse large B-cell lymphoma activated B-cell type"	"NCI:C36081"
"DOID:0080997"	"diffuse large B-cell lymphoma germinal center B-cell type"	"NCI:C36080"
"DOID:0081004"	"high-grade B-cell lymphoma double-hit/triple-hit"	"NCI:C125904"
"DOID:0081026"	"benign peritoneal solitary fibrous tumor"	"NCI:C126357"
"DOID:0081028"	"glycogen-rich carcinoma"	"NCI:C4153"
"DOID:0081036"	"mixed phenotype acute leukemia with BCR-ABL1"	"NCI:C82192"
"DOID:0081037"	"mixed phenotype acute leukemia with MLL rearranged"	"NCI:C82203"
"DOID:0081038"	"mixed phenotype acute leukemia, B/myeloid"	"NCI:C82212"
"DOID:0081041"	"B-cell prolymphocytic leukemia"	"NCI:C4753"
"DOID:0081042"	"T-cell prolymphocytic leukemia"	"NCI:C4752"
"DOID:0081049"	"hepatosplenic T-cell lymphoma"	"NCI:C8459"
"DOID:0081050"	"primary cutaneous gamma-delta T-cell lymphoma"	"NCI:C45340"
"DOID:0081064"	"BN2 diffuse large B-cell lymphoma"	"NCI:C148395"
"DOID:0081065"	"EZB diffuse large B-cell lymphoma"	"NCI:C148398"
"DOID:0081066"	"MCD diffuse large B-cell lymphoma"	"NCI:C148394"
"DOID:0081067"	"N1 diffuse large B-cell lymphoma"	"NCI:C148396"
