id	label	xrefs
"DOID:0050579"	"glycogen storage disease XV"	"MIM:613507"
"DOID:0050580"	"hereditary lymphedema"	"MIM:PS153100"
"DOID:0050585"	"congenital generalized lipodystrophy"	"MIM:PS608594"
"DOID:0050587"	"trichotillomania"	"MIM:613229"
"DOID:0050588"	"muscular dystrophy-dystroglycanopathy type B1"	"MIM:613155"
"DOID:0050589"	"inflammatory bowel disease"	"MIM:PS266600"
"DOID:0050590"	"severe congenital neutropenia"	"MIM:PS202700"
"DOID:0050591"	"tooth agenesis"	"MIM:PS106600, MIM:150400, MIM:610926, MIM:106600, MIM:313500, MIM:602639, MIM:604625"
"DOID:0050592"	"asphyxiating thoracic dystrophy"	"MIM:PS208500"
"DOID:0050593"	"primary congenital glaucoma"	"MIM:613086, MIM:613085"
"DOID:0050597"	"intestinal schistosomiasis"	"MIM:181460"
"DOID:0050600"	"ABCD syndrome"	"MIM:600501"
"DOID:0050601"	"ADULT syndrome"	"MIM:103285"
"DOID:0050602"	"triple-A syndrome"	"MIM:231550"
"DOID:0050603"	"acheiropody"	"MIM:200500"
"DOID:0050604"	"acrocapitofemoral dysplasia"	"MIM:607778"
"DOID:0050605"	"acrodermatitis enteropathica"	"MIM:201100"
"DOID:0050606"	"acrokeratosis verruciformis"	"MIM:101900"
"DOID:0050628"	"advanced sleep phase syndrome"	"MIM:PS604348"
"DOID:0050629"	"Aicardi-Goutieres syndrome"	"MIM:612952, MIM:610333, MIM:610329, MIM:615846, MIM:225750, MIM:615010, MIM:610181, MIM:PS225750"
"DOID:0050630"	"Aland Island eye disease"	"MIM:300600"
"DOID:0050631"	"Allan-Herndon-Dudley syndrome"	"MIM:300523"
"DOID:0050632"	"oculocutaneous albinism"	"MIM:PS203100"
"DOID:0050633"	"ocular albinism 1"	"MIM:300500"
"DOID:0050634"	"alopecia universalis"	"MIM:203655"
"DOID:0050635"	"alternating hemiplegia of childhood"	"MIM:104290, MIM:PS104290, MIM:614820"
"DOID:0050636"	"familial visceral amyloidosis"	"MIM:105200"
"DOID:0050637"	"Finnish type amyloidosis"	"MIM:105120"
"DOID:0050638"	"transthyretin amyloidosis"	"MIM:105210"
"DOID:0050639"	"primary cutaneous amyloidosis"	"MIM:PS105250"
"DOID:0050640"	"anauxetic dysplasia 1"	"MIM:607095"
"DOID:0050641"	"Rh deficiency syndrome"	"MIM:268150"
"DOID:0050642"	"hypochromic microcytic anemia"	"MIM:615234, MIM:206100"
"DOID:0050644"	"arterial calcification of infancy"	"MIM:208000, MIM:614473"
"DOID:0050645"	"arterial tortuosity syndrome"	"MIM:208050"
"DOID:0050646"	"distal arthrogryposis"	"MIM:PS108120"
"DOID:0050647"	"Arts syndrome"	"MIM:301835"
"DOID:0050648"	"atelosteogenesis"	"MIM:108720, MIM:256050, MIM:108721"
"DOID:0050649"	"atransferrinemia"	"MIM:209300"
"DOID:0050650"	"familial atrial fibrillation"	"MIM:615378, MIM:611494, MIM:611493, MIM:613055, MIM:614050, MIM:612201, MIM:608583, MIM:607554, MIM:612240, MIM:608988, MIM:615377, MIM:614022, MIM:613980, MIM:PS608583, MIM:615770, MIM:614049"
"DOID:0050651"	"atrioventricular septal defect"	"MIM:614474, MIM:606215, MIM:614430"
"DOID:0050654"	"Baller-Gerold syndrome"	"MIM:218600"
"DOID:0050655"	"Bamforth-Lazarus syndrome"	"MIM:241850"
"DOID:0050656"	"pseudo-TORCH syndrome 1"	"MIM:251290"
"DOID:0050657"	"Bannayan-Riley-Ruvalcaba syndrome"	"MIM:158350"
"DOID:0050658"	"Bart-Pumphrey syndrome"	"MIM:149200"
"DOID:0050659"	"biotin-responsive basal ganglia disease"	"MIM:607483"
"DOID:0050660"	"Beare-Stevenson cutis gyrata syndrome"	"MIM:123790"
"DOID:0050661"	"vitelliform macular dystrophy"	"MIM:616152, MIM:616151, MIM:153840, MIM:608161, MIM:153700"
"DOID:0050662"	"bestrophinopathy"	"MIM:611809"
"DOID:0050663"	"Bethlem myopathy"	"MIM:158810"
"DOID:0050664"	"Bietti crystalline corneoretinal dystrophy"	"MIM:210370"
"DOID:0050670"	"ataxic cerebral palsy"	"MIM:605388"
"DOID:0050675"	"Birk-Barel syndrome"	"MIM:612292"
"DOID:0050676"	"Birt-Hogg-Dube syndrome"	"MIM:135150"
"DOID:0050677"	"Bjornstad syndrome"	"MIM:262000"
"DOID:0050678"	"Blau syndrome"	"MIM:186580"
"DOID:0050679"	"blue cone monochromacy"	"MIM:303700"
"DOID:0050680"	"Boomerang dysplasia"	"MIM:112310"
"DOID:0050681"	"Borjeson-Forssman-Lehmann syndrome"	"MIM:301900"
"DOID:0050682"	"Athabaskan brainstem dysgenesis syndrome"	"MIM:601536"
"DOID:0050683"	"Bothnia retinal dystrophy"	"MIM:607475"
"DOID:0050684"	"Bowen-Conradi syndrome"	"MIM:211180"
"DOID:0050689"	"brachydactyly-syndactyly syndrome"	"MIM:610713"
"DOID:0050690"	"brachyolmia"	"MIM:113500, MIM:613678, MIM:271630, MIM:271530"
"DOID:0050691"	"branchiooculofacial syndrome"	"MIM:113620"
"DOID:0050692"	"Brody myopathy"	"MIM:601003"
"DOID:0050693"	"Brooke-Spiegler syndrome"	"MIM:605041"
"DOID:0050694"	"Brown-Vialetto-Van Laere syndrome"	"MIM:PS211530"
"DOID:0050699"	"Dent disease"	"MIM:300009, MIM:300555"
"DOID:0050710"	"3-methylcrotonyl-CoA carboxylase deficiency"	"MIM:PS210200"
"DOID:0050711"	"aceruloplasminemia"	"MIM:604290"
"DOID:0050712"	"AGAT deficiency"	"MIM:612718"
"DOID:0050715"	"methylmalonic aciduria and homocystinuria type cblC"	"MIM:277400"
"DOID:0050716"	"methylmalonic aciduria and homocystinuria type cblD"	"MIM:277410"
"DOID:0050717"	"methylmalonic aciduria and homocystinuria type cblF"	"MIM:277380"
"DOID:0050719"	"cerebral folate receptor alpha deficiency"	"MIM:613068"
"DOID:0050720"	"ornithine translocase deficiency"	"MIM:238970"
"DOID:0050722"	"PHGDH deficiency"	"MIM:601815"
"DOID:0050723"	"PSAT deficiency"	"MIM:610992"
"DOID:0050724"	"PSPH deficiency"	"MIM:614023"
"DOID:0050725"	"tyrosinemia type II"	"MIM:276600"
"DOID:0050726"	"tyrosinemia type I"	"MIM:276700"
"DOID:0050727"	"tyrosinemia type III"	"MIM:276710"
"DOID:0050729"	"Chanarin-Dorfman syndrome"	"MIM:275630"
"DOID:0050730"	"coenzyme Q10 deficiency disease"	"MIM:PS607426"
"DOID:0050734"	"congenital intrinsic factor deficiency"	"MIM:261000"
"DOID:0050740"	"Qazi Markouizos syndrome"	"MIM:600096"
"DOID:0050741"	"alcohol dependence"	"MIM:103780"
"DOID:0050752"	"amyotrophic lateral sclerosis type 8"	"MIM:608627"
"DOID:0050754"	"ataxia with oculomotor apraxia type 1"	"MIM:208920"
"DOID:0050755"	"spinocerebellar ataxia with axonal neuropathy 2"	"MIM:606002"
"DOID:0050757"	"deafness-dystonia-optic neuronopathy syndrome"	"MIM:304700"
"DOID:0050759"	"myotonic dystrophy type 2"	"MIM:602668"
"DOID:0050760"	"X-linked myopathy with excessive autophagy"	"MIM:310440"
"DOID:0050762"	"adenylosuccinase lyase deficiency"	"MIM:103050"
"DOID:0050763"	"ARC syndrome"	"MIM:PS208085"
"DOID:0050764"	"Armfield syndrome"	"MIM:300261"
"DOID:0050766"	"choreaacanthocytosis"	"MIM:200150"
"DOID:0050768"	"mitochondrial complex V (ATP synthase) deficiency nuclear type 1"	"MIM:604273"
"DOID:0050769"	"N syndrome"	"MIM:310465"
"DOID:0050771"	"pheochromocytoma"	"MIM:171300"
"DOID:0050772"	"spastic ataxia 1"	"MIM:108600"
"DOID:0050773"	"paraganglioma"	"MIM:168000, MIM:PS168000, MIM:115310, MIM:601650, MIM:614165, MIM:605373"
"DOID:0050774"	"rapadilino syndrome"	"MIM:266280"
"DOID:0050775"	"schneckenbecken dysplasia"	"MIM:269250"
"DOID:0050776"	"non-syndromic X-linked intellectual disability"	"MIM:300716"
"DOID:0050777"	"Joubert syndrome"	"MIM:PS213300"
"DOID:0050778"	"Meckel syndrome"	"MIM:PS249000"
"DOID:0050779"	"hydrolethalus syndrome"	"MIM:PS236680"
"DOID:0050781"	"Ogden syndrome"	"MIM:300855"
"DOID:0050786"	"iridogoniodysgenesis syndrome"	"MIM:137600, MIM:601631"
"DOID:0050787"	"juvenile polyposis syndrome"	"MIM:174900"
"DOID:0050788"	"proximal symphalangism"	"MIM:PS185800"
"DOID:0050789"	"tarsal-carpal coalition syndrome"	"MIM:186570"
"DOID:0050790"	"fibular hypoplasia and complex brachydactyly"	"MIM:228900"
"DOID:0050791"	"persistent Mullerian duct syndrome"	"MIM:261550"
"DOID:0050792"	"multiple cutaneous and mucosal venous malformations"	"MIM:600195"
"DOID:0050793"	"short QT syndrome"	"MIM:609620, MIM:609621, MIM:609622"
"DOID:0050794"	"multiple synostoses syndrome"	"MIM:PS186500"
"DOID:0050796"	"achalasia microcephaly syndrome"	"MIM:200450"
"DOID:0050797"	"peroxisomal acyl-CoA oxidase deficiency"	"MIM:264470"
"DOID:0050798"	"cerebral creatine deficiency syndrome"	"MIM:PS300352"
"DOID:0050799"	"guanidinoacetate methyltransferase deficiency"	"MIM:612736"
"DOID:0050800"	"cerebral creatine deficiency syndrome 1"	"MIM:300352"
"DOID:0050801"	"androgenic alopecia"	"MIM:612421, MIM:300710, MIM:109200"
"DOID:0050802"	"Ehlers-Danlos syndrome spondylodysplastic type 2"	"MIM:615349"
"DOID:0050807"	"Kahrizi syndrome"	"MIM:612713"
"DOID:0050809"	"mucopolysaccharidosis IX"	"MIM:601492"
"DOID:0050811"	"congenital adrenal hyperplasia"	"MIM:201810, MIM:201710, MIM:201910, MIM:202110, MIM:202010"
"DOID:0050812"	"spondyloepimetaphyseal dysplasia, Pakistani type"	"MIM:612847"
"DOID:0050813"	"spondyloepiphyseal dysplasia with congenital joint dislocations"	"MIM:143095"
"DOID:0050814"	"temtamy preaxial brachydactyly syndrome"	"MIM:605282"
"DOID:0050816"	"urofacial syndrome"	"MIM:PS236730, MIM:615112, MIM:236730"
"DOID:0050817"	"Stargardt disease"	"MIM:603786, MIM:600110, MIM:248200"
"DOID:0050818"	"transcobalamin II deficiency"	"MIM:275350"
"DOID:0050831"	"familial encephalopathy with neuroserpin inclusion bodies"	"MIM:604218"
"DOID:0050833"	"orotic aciduria"	"MIM:258900"
"DOID:0050834"	"CHARGE syndrome"	"MIM:214800"
"DOID:0050848"	"obstructive sleep apnea"	"MIM:107650"
"DOID:0050854"	"Muckle-Wells syndrome"	"MIM:191900"
"DOID:0050857"	"Perrault syndrome"	"MIM:615300, MIM:PS233400, MIM:233400, MIM:614129"
"DOID:0050858"	"Marshall-Smith syndrome"	"MIM:602535"
"DOID:0050873"	"follicular lymphoma"	"MIM:151430"
"DOID:0050877"	"pancreatic agenesis"	"MIM:PS260370"
"DOID:0050879"	"fragile X-associated tremor/ataxia syndrome"	"MIM:300623"
"DOID:0050880"	"Koolen de Vries syndrome"	"MIM:610443"
"DOID:0050881"	"inclusion body myopathy with Paget disease of bone and frontotemporal dementia"	"MIM:PS167320"
"DOID:0050882"	"spinocerebellar ataxia type 5"	"MIM:600224"
"DOID:0050883"	"infantile cerebellar-retinal degeneration"	"MIM:614559"
"DOID:0050884"	"triosephosphate isomerase deficiency"	"MIM:615512"
"DOID:0050885"	"IMAGe syndrome"	"MIM:614732"
"DOID:0050886"	"Troyer syndrome"	"MIM:275900"
"DOID:0050887"	"Townes-Brocks syndrome"	"MIM:107480"
"DOID:0050902"	"medulloblastoma"	"MIM:155255"
"DOID:0050908"	"myelodysplastic syndrome"	"MIM:614286"
"DOID:0050909"	"extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue"	"MIM:137245"
"DOID:0050925"	"small intestine carcinoid neuroendocrine tumor"	"MIM:114900"
"DOID:0050941"	"spastic ataxia 2"	"MIM:611302"
"DOID:0050942"	"spastic ataxia 3"	"MIM:611390"
"DOID:0050943"	"spastic ataxia 4"	"MIM:613672"
"DOID:0050944"	"spastic ataxia 5"	"MIM:614487"
"DOID:0050945"	"spastic ataxia 7"	"MIM:108650"
"DOID:0050946"	"Charlevoix-Saguenay spastic ataxia"	"MIM:270550"
"DOID:0050947"	"hereditary hypophosphatemic rickets with hypercalciuria"	"MIM:241530"
"DOID:0050948"	"autosomal dominant hypophosphatemic rickets"	"MIM:193100"
"DOID:0050949"	"autosomal recessive hypophosphatemic rickets"	"MIM:613312, MIM:241520"
"DOID:0050950"	"autosomal recessive cerebellar ataxia"	"MIM:PS213200"
"DOID:0050954"	"spinocerebellar ataxia type 1"	"MIM:164400"
"DOID:0050955"	"spinocerebellar ataxia type 2"	"MIM:183090"
"DOID:0050956"	"spinocerebellar ataxia type 6"	"MIM:183086"
"DOID:0050957"	"spinocerebellar ataxia type 4"	"MIM:600223"
"DOID:0050958"	"spinocerebellar ataxia type 7"	"MIM:164500"
"DOID:0050959"	"spinocerebellar ataxia type 8"	"MIM:608768"
"DOID:0050960"	"spinocerebellar ataxia type 10"	"MIM:603516"
"DOID:0050961"	"spinocerebellar ataxia type 11"	"MIM:604432"
"DOID:0050962"	"spinocerebellar ataxia type 12"	"MIM:604326"
"DOID:0050963"	"spinocerebellar ataxia type 13"	"MIM:605259"
"DOID:0050964"	"spinocerebellar ataxia type 14"	"MIM:605361"
"DOID:0050965"	"spinocerebellar ataxia type 15"	"MIM:606658"
"DOID:0050967"	"spinocerebellar ataxia type 17"	"MIM:607136"
"DOID:0050968"	"autosomal dominant cerebellar ataxia, deafness and narcolepsy"	"MIM:604121"
"DOID:0050969"	"spinocerebellar ataxia type 18"	"MIM:607458"
"DOID:0050970"	"spinocerebellar ataxia type 19/22"	"MIM:607346"
"DOID:0050971"	"spinocerebellar ataxia type 20"	"MIM:608687"
"DOID:0050972"	"spinocerebellar ataxia type 21"	"MIM:607454"
"DOID:0050973"	"spinocerebellar ataxia type 23"	"MIM:610245"
"DOID:0050974"	"spinocerebellar ataxia type 25"	"MIM:608703"
"DOID:0050975"	"spinocerebellar ataxia type 26"	"MIM:609306"
"DOID:0050976"	"spinocerebellar ataxia type 27"	"MIM:193003"
"DOID:0050977"	"spinocerebellar ataxia type 28"	"MIM:610246"
"DOID:0050978"	"spinocerebellar ataxia type 29"	"MIM:117360"
"DOID:0050979"	"spinocerebellar ataxia type 30"	"MIM:613371"
"DOID:0050980"	"spinocerebellar ataxia type 31"	"MIM:117210"
"DOID:0050981"	"spinocerebellar ataxia type 34"	"MIM:133190"
"DOID:0050982"	"spinocerebellar ataxia type 35"	"MIM:613908"
"DOID:0050983"	"spinocerebellar ataxia type 36"	"MIM:614153"
"DOID:0050984"	"spinocerebellar ataxia type 37"	"MIM:615945"
"DOID:0050985"	"spinocerebellar ataxia type 38"	"MIM:615957"
"DOID:0050986"	"spinocerebellar ataxia type 40"	"MIM:616053"
"DOID:0050989"	"episodic ataxia type 1"	"MIM:160120"
"DOID:0050990"	"episodic ataxia type 2"	"MIM:108500"
"DOID:0050991"	"episodic ataxia type 3"	"MIM:606554"
"DOID:0050992"	"episodic ataxia type 4"	"MIM:606552"
"DOID:0050993"	"episodic ataxia type 5"	"MIM:613855"
"DOID:0050994"	"episodic ataxia type 6"	"MIM:612656"
"DOID:0050995"	"episodic ataxia type 7"	"MIM:611907"
"DOID:0050996"	"episodic ataxia type 8"	"MIM:616055"
"DOID:0050997"	"cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome"	"MIM:PS224050"
"DOID:0050998"	"nonprogressive cerebellar ataxia with mental retardation"	"MIM:614756"
"DOID:0050999"	"autosomal recessive spinocerebellar ataxia 10"	"MIM:613728"
"DOID:0051001"	"congenital dyserythropoietic anemia type IIIb"	"MIM:619789"
"DOID:0051002"	"congenital dyserythropoietic anemia type IVb"	"MIM:620969"
"DOID:0051003"	"congenital nonspherocytic hemolytic anemia 1"	"MIM:300908"
"DOID:0051004"	"congenital nonspherocytic hemolytic anemia 3"	"MIM:612631"
"DOID:0051005"	"congenital nonspherocytic hemolytic anemia 4"	"MIM:613470"
"DOID:0051006"	"congenital nonspherocytic hemolytic anemia 5"	"MIM:235700"
"DOID:0051007"	"congenital nonspherocytic hemolytic anemia 8"	"MIM:266120"
"DOID:0051008"	"congenital nonspherocytic hemolytic anemia 9"	"MIM:301083"
"DOID:0051009"	"congenital nonspherocytic hemolytic anemia 10"	"MIM:618660"
"DOID:0051010"	"Bryant-Li-Bhoj neurodevelopmental syndrome"	"MIM:PS619720"
"DOID:0051011"	"Bryant-Li-Bhoj neurodevelopmental syndrome 1"	"MIM:619720"
"DOID:0051012"	"Bryant-Li-Bhoj neurodevelopmental syndrome 2"	"MIM:619721"
"DOID:0051013"	"pseudohypoparathyroidism type 1C"	"MIM:612462"
"DOID:0051014"	"atypical autosomal dominant adult-onset demyelinating leukodystrophy"	"MIM:621061"
"DOID:0051015"	"adult onset demyelinating leukodystrophy"	"MIM:PS169500"
"DOID:0051016"	"visceral heterotaxy 1"	"MIM:306955"
"DOID:0051017"	"visceral heterotaxy 2"	"MIM:605376"
"DOID:0051018"	"visceral heterotaxy 3"	"MIM:606325"
"DOID:0051019"	"visceral heterotaxy 4"	"MIM:613751"
"DOID:0051020"	"visceral heterotaxy 6"	"MIM:614779"
"DOID:0051021"	"visceral heterotaxy 7"	"MIM:616749"
"DOID:0051022"	"visceral heterotaxy 8"	"MIM:617205"
"DOID:0051023"	"visceral heterotaxy 9"	"MIM:618948"
"DOID:0051024"	"visceral heterotaxy 10"	"MIM:619607"
"DOID:0051025"	"visceral heterotaxy 11"	"MIM:619608"
"DOID:0051026"	"visceral heterotaxy 12"	"MIM:619702"
"DOID:0051027"	"visceral heterotaxy 13"	"MIM:621079"
"DOID:0051028"	"autosomal recessive axonal Charcot-Marie-Tooth disease with vocal cord paresis"	"MIM:607706"
"DOID:0051029"	"mitochondrial DNA depletion syndrome-21"	"MIM:621071"
"DOID:0051030"	"neurodevelopmental disorder with microcephaly, absent speech, and hypotonia"	"MIM:621060"
"DOID:0051031"	"primary autosomal recessive microcephaly 20"	"MIM:617914"
"DOID:0051032"	"primary autosomal recessive microcephaly 21"	"MIM:617983"
"DOID:0051033"	"primary autosomal recessive microcephaly 22"	"MIM:617984"
"DOID:0051034"	"primary autosomal recessive microcephaly 23"	"MIM:617985"
"DOID:0051035"	"primary autosomal recessive microcephaly 24"	"MIM:618179"
"DOID:0051036"	"primary autosomal recessive microcephaly 25"	"MIM:618351"
"DOID:0051037"	"autosomal dominant primary microcephaly 26"	"MIM:619179"
"DOID:0051038"	"autosomal dominant primary microcephaly 27"	"MIM:619180"
"DOID:0051039"	"primary autosomal recessive microcephaly 28"	"MIM:619453"
"DOID:0051040"	"primary autosomal recessive microcephaly 29"	"MIM:620047"
"DOID:0051041"	"primary autosomal recessive microcephaly 30"	"MIM:620183"
"DOID:0051042"	"autosomal dominant distal hereditary motor neuronopathy 15"	"MIM:621094"
"DOID:0051043"	"Charcot-Marie-Tooth disease axonal type 2JJ"	"MIM:621095"
"DOID:0051044"	"infantile-onset myofibrillar myopathy 12 with cardiomyopathy"	"MIM:619424"
"DOID:0051045"	"myofibrillar myopathy 13 with rimmed vacuoles"	"MIM:621078"
"DOID:0051046"	"spondyloepimetaphyseal dysplasia, Li-Shao-Li type"	"MIM:621099"
"DOID:0051047"	"congenital disorder of glycosylation type IIbb"	"MIM:620546"
"DOID:0051048"	"congenital disorder of glycosylation type IIr"	"MIM:301045"
"DOID:0051049"	"congenital disorder of glycosylation type IIt"	"MIM:618885"
"DOID:0051050"	"congenital disorder of glycosylation type IIv"	"MIM:619493"
"DOID:0051051"	"congenital disorder of glycosylation type IIw"	"MIM:619525"
"DOID:0051052"	"congenital disorder of glycosylation type IIy"	"MIM:620200"
"DOID:0051053"	"congenital disorder of glycosylation type IIz"	"MIM:620201"
"DOID:0051055"	"46,XY gonadal dysgenesis with minifascicular neuropathy"	"MIM:607080"
"DOID:0060008"	"janus kinase-3 deficiency"	"MIM:600802"
"DOID:0060009"	"MHC class I deficiency"	"MIM:604571"
"DOID:0060010"	"Omenn syndrome"	"MIM:603554"
"DOID:0060013"	"X-linked severe combined immunodeficiency"	"MIM:300400"
"DOID:0060019"	"coronin-1A deficiency"	"MIM:615401"
"DOID:0060020"	"reticular dysgenesis"	"MIM:267500"
"DOID:0060021"	"DNA ligase IV deficiency"	"MIM:606593"
"DOID:0060022"	"CD40 ligand deficiency"	"MIM:308230"
"DOID:0060023"	"immunodeficiency with hyper IgM type 3"	"MIM:606843"
"DOID:0060025"	"immunoglobulin alpha deficiency"	"MIM:609529, MIM:269650, MIM:137100"
"DOID:0060027"	"agammaglobulinemia 4"	"MIM:613502"
"DOID:0060055"	"popliteal pterygium syndrome"	"MIM:119500, MIM:263650"
"DOID:0060060"	"non-Hodgkin lymphoma"	"MIM:605027"
"DOID:0060062"	"autosomal dominant tubulointerstitial kidney disease"	"MIM:PS162000"
"DOID:0060063"	"sideroblastic anemia 1"	"MIM:300751"
"DOID:0060065"	"autosomal recessive pyridoxine-refractory sideroblastic anemia 2"	"MIM:205950"
"DOID:0060066"	"pyridoxine-responsive sideroblastic anemia"	"MIM:206000"
"DOID:0060067"	"Pearson syndrome"	"MIM:557000"
"DOID:0060161"	"Kennedy's disease"	"MIM:313200"
"DOID:0060162"	"dentatorubral-pallidoluysian atrophy"	"MIM:125370"
"DOID:0060165"	"Kleine-Levin syndrome"	"MIM:148840"
"DOID:0060168"	"histidinemia"	"MIM:235800"
"DOID:0060169"	"benign familial infantile epilepsy"	"MIM:PS601764"
"DOID:0060173"	"Timothy syndrome"	"MIM:601005"
"DOID:0060174"	"GABA aminotransferase deficiency"	"MIM:613163"
