source_id	predicate	source_text	translation_text	translator	source_lang	translation_lang	status	auto_review_score	final_reviewer	review_notes	synonym_type	status_history
DOID:0050174	IAO:0000115	A West Nile encephalitis that results_in infection located_in brain, has_material_basis_in Kunjin virus, a subtype of West Nile Virus, which is transmitted_by Culex annulirostris mosquito bite. The infection has_symptom fever, has_symptom rigor, has_symptom headache, has_symptom confusion, and has_symptom lethargy.	Encefalitis del Nilo Occidental que resulta_en una infección que se_ubica_en el cerebro, tiene_como_base el virus Kunjin, un subtipo del virus del Nilo Occidental, que se_transmite_por picadura del mosquito Culex annulirostris. La infección tiene_como_síntoma fiebre, tiene_como_síntoma rigor, tiene_como_síntoma dolor de cabeza, tiene_como_síntoma confusión y tiene_como_síntoma letargo.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.43179999999999996	JAB-quick			MANUALLY TRANSLATED
DOID:0050175	IAO:0000115	A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Tick-borne encephalitis virus, which is transmitted_by Ixodes ticks. The infection has_symptom drowsiness, has_symptom confusion, has_symptom sensory disturbances, and has_symptom paralysis.	Enfermedad infecciosa vírica que resulta_en una inflamación que se_ubica_en el cerebro, tiene_como_base el virus de la encefalitis transmitida por garrapatas Ixodes. La infección tiene_como_síntoma somnolencia, tiene_como_síntoma confusión, tiene_como_síntoma trastornos sensoriales y tiene_como_síntoma parálisis.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.4238	JAB-quick			MANUALLY TRANSLATED
DOID:0050179	IAO:0000115	A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Powassan virus, which is transmitted_by Ixodes and transmitted_by Dermacentor species of ticks. The infection has_symptom headache, has_symptom fever, has_symptom vomiting, has_symptom stiff neck, has_symptom sleepiness, has_symptom breathing distress, has_symptom tremors, has_symptom confusion, has_symptom seizures, has_symptom paralysis, and has_symptom coma.	Enfermedad infecciosa vírica que resulta_en una inflamación que se_ubica_en el cerebro, tiene_como_base el virus Powassan, que se_transmite_por las garrapatas de las especies Ixodes y Dermacentor. La infección tiene_como_síntoma dolor de cabeza, tiene_como_síntoma fiebre, tiene_como_síntoma vómitos, tiene_como_síntoma rigidez de nuca, tiene_como_síntoma somnolencia, tiene_como_síntoma dificultad para respirar, tiene_como_síntoma temblores, tiene_como_síntoma confusión, tiene_como_síntoma convulsiones, tiene_como_síntoma parálisis y tiene_como_síntoma coma.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.42100000000000004	JAB-quick			MANUALLY TRANSLATED
DOID:0050192	IAO:0000115	A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Nipah virus, which is transmitted_by direct contact with sick person or animals, or their contaminated tissues. The infection has_symptom dizziness, has_symptom drowsiness, has_symptom altered consciousness, has_symptom disorientation, and has_symptom coma.	Enfermedad infecciosa vírica que resulta_en una inflamación que se_ubica_en el cerebro, tiene_como_base el virus Nipah, que se_transmite_por contacto directo con personas o animales enfermos, o con sus tejidos contaminados. La infección tiene_como_síntoma mareo, tiene_como_síntoma somnolencia, tiene_como_síntoma alteración de la conciencia, tiene_como_síntoma desorientación y tiene_como_síntoma coma.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.5065	JAB-quick			MANUALLY TRANSLATED
DOID:0050194	IAO:0000115	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Junin virus, which is transmitted_by rodent, Calomys musculinus. The infection has_symptom fever, has_symptom fatigue, has_symptom malaise, has_symptom leukopenia, has_symptom thrombocytopenia, and has_symptom hemorrhagic manifestations.	Enfermedad infecciosa vírica que es una fiebre hemorrágica, tiene_como_base el virus Junin, que se_transmite_por el roedor, Calomys musculinus. La infección tiene_como_síntoma fiebre, tiene_como_síntoma fatiga, tiene_como_síntoma malestar, tiene_como_síntoma leucopenia, tiene_como_síntoma trombocitopenia y tiene_como_síntoma manifestaciones hemorrágicas.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.46155	JAB-quick			MANUALLY TRANSLATED
DOID:0050195	IAO:0000115	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Mammarenavirus machupoense, which is transmitted_by vesper mouse, Calomys callosus. The infection has_symptom fever, has_symptom headache, has_symptom fatigue, has_symptom myalgia, has_symptom arthralgia, has_symptom bleeding from the oral and nasal mucosa, and has_symptom bleeding from the bronchopulmonary, gastrointestinal and genitourinary tracts.	Enfermedad infecciosa vírica que es una fiebre hemorrágica, tiene_como_base el Mammarenavirus machupoense, que se_transmite_por el ratón vesper, Calomys callosus. La infección tiene_como_síntoma fiebre, tiene_como_síntoma dolor de cabeza, tiene_como_síntoma fatiga, tiene_como_síntoma mialgia, tiene_como_síntoma artralgia, tiene_como_síntoma hemorragia de la mucosa oral y nasal, y tiene_como_síntoma hemorragia de los tractos broncopulmonar, gastrointestinal y genitourinario.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.4859	JAB-quick			MANUALLY TRANSLATED
DOID:0050196	IAO:0000115	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Mammarenavirus guanaritoense, which is transmitted_by cotton rat, Sigmodon alstoni or transmitted_by cane mouse, Zygodontomys brevicauda. The infection has_symptom fever, has_symptom headache, has_symptom myalgia, has_symptom sore throat, has_symptom weakness, has_symptom anorexia, has_symptom nausea, has_symptom vomiting, has_symptom convulsions, has_symptom epistaxis, has_symptom bleeding gums, has_symptom hematemesis, has_symptom melena, and has_symptom menorrhagia.	Enfermedad infecciosa viral que es una fiebre hemorrágica, tiene_como_base el Mammarenavirus guanaritoense, que se_transmite_por la rata algodonera, Sigmodon alstoni o se_transmite_por el ratón de caña, Zygodontomys brevicauda. La infección tiene_como_síntoma fiebre, tiene_como_síntoma dolor de cabeza, tiene_como_síntoma mialgia, tiene_como_síntoma dolor de garganta, tiene_como_síntoma debilidad, tiene_como_síntoma anorexia, tiene_como_síntoma náuseas, tiene_como_síntoma vómitos, tiene_como_síntoma convulsiones, tiene_como_síntoma epistaxis, tiene_como_síntoma sangrado de encías, tiene_como_síntoma hematemesis, tiene_como_síntoma melena y tiene_como_síntoma menorragia.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.4714	JAB-quick			MANUALLY TRANSLATED
DOID:0050197	IAO:0000115	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Mammarenavirus brazilense, which is transmitted by rodents. The infection has symptom fever, has symptom eye redness, has symptom fatigue, has symptom dizziness, has symptom muscle aches, has symptom loss of strength, and has symptom bleeding under the skin, internal organs, or from body orifices like the mouth, eyes or ears.	Una enfermedad infecciosa viral que es una fiebre hemorrágica, tiene_como_base el Mammarenavirus brazilense, que es transmitida por roedores. La infección presenta entre sus síntomas fiebre, enrojecimiento de los ojos, fatiga, mareo, dolores musculares, pérdida de fuerza y hemorragia bajo la piel, en los órganos internos o por orificios corporales como la boca, los ojos o los oídos.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.49260000000000004	JAB-quick			MANUALLY TRANSLATED
DOID:0050198	IAO:0000115	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Mammarenavirus chapareense. The infection has symptom headache, has symptom joint pain, has symptom muscle pain, has symptom vomiting, has symptom shock, and has symptom bleeding.	Una enfermedad infecciosa viral que es una fiebre hemorrágica, tiene_como_base el Mammarenavirus chapareense. La infección presenta entre sus síntomas dolor de cabeza, dolor articular, dolor muscular, vómitos, shock y hemorragia.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.47505	JAB-quick			MANUALLY TRANSLATED
DOID:0050199	IAO:0000115	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Mammarenavirus whitewaterense, which is transmitted_by white-throated woodrats (Neotoma albigula). The infection has_symptom fever, has_symptom headache, has_symptom myalgia, and has_symptom hemorrhagic manifestations.	Enfermedad infecciosa vírica que es una fiebre hemorrágica, tiene_como_base el Mammarenavirus whitewaterense, que se_transmite_por la rata de los bosques de garganta blanca (Neotoma albigula). La infección tiene_como_síntoma fiebre, tiene_como_síntoma dolor de cabeza, tiene_como_síntoma mialgia, y tiene_como_síntoma manifestaciones hemorrágicas.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.4425	JAB-quick			MANUALLY TRANSLATED
DOID:0050202	IAO:0000115	A viral infectious disease that results_in infection, has_material_basis_in Lujo virus, which has_symptom bleeding.	Enfermedad infecciosa vírica que resulta_en una infección, tiene_como_base el virus Lujo, que tiene_como_síntoma hemorragia.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.43365	JAB-quick			MANUALLY TRANSLATED
DOID:0050202	rdfs:label	lujo hemorrhagic fever	fiebre hemorrágica de lujo	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.5125	Claudia			FINAL
DOID:0050204	IAO:0000115	A viral hepatitis that results_in inflammation, located_in liver, has_material_basis_in Human herpesvirus 4 and has_symptom headache, has_symptom fatigue, has_symptom fever, has_symptom abdominal pain, has_symptom nausea, and has_symptom jaundice.	Una hepatitis vírica que resulta_en inflamación, se_ubica_en el hígado, tiene_como_base el herpesvirus humano 4 y tiene_como_síntoma dolor de cabeza, tiene_como_síntoma fatiga, tiene_como_síntoma fiebre, tiene_como_síntoma dolor abdominal, tiene_como_síntoma náusea y tiene_como_síntoma ictericia.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.3477	JAB-quick			MANUALLY TRANSLATED
DOID:0050211	IAO:0000115	An influenza that results_in infection located_in respiratory tract of pigs and humans, has_material_basis_in Influenza C virus, or has_material_basis_in Influenza A virus subtypes (H1N1, H1N2, H3N1, H3N2, and H2N3), which are transmitted_by direct contact with infected pigs. The infection in humans has_symptom fever, has_symptom lethargy, has_symptom lack of appetite, has_symptom coughing, has_symptom runny nose, has_symptom sore throat, has_symptom nausea, has_symptom vomiting, and has_symptom diarrhea.	Una gripe que resulta_en una infección que se_ubica_en las vías respiratorias de cerdos y humanos, tiene_como_base el virus de la gripe C, o tiene_como_base los subtipos del virus de la gripe A (H1N1, H1N2, H3N1, H3N2 y H2N3), que se_transmite_por contacto directo con cerdos infectados. La infección en humanos tiene_como_síntoma fiebre, tiene_como_síntoma letargo, tiene_como_síntoma falta de apetito, tiene_como_síntoma tos, tiene_como_síntoma secreción nasal, tiene_como_síntoma dolor de garganta, tiene_como_síntoma náuseas, tiene_como_síntoma vómitos y tiene_como_síntoma diarrea.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.42455	JAB-quick			MANUALLY TRANSLATED
DOID:0050308	IAO:0000115	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Alkhurma hemorrhagic fever virus, which is transmitted by Ornithodoros savignyi tick bite, transmitted by ingestion of unpasteurized camel milk, or transmitted by entry via skin wound. The infection has symptom headache, has symptom joint pain, has symptom muscle pain, has symptom vomiting, has symptom thrombocytopenia, and has symptom hemorrhagic fever.	Enfermedad infecciosa vírica que es una fiebre hemorrágica, tiene_como_base el virus de la fiebre hemorrágica de Alkhurma, que se transmite por picadura de garrapata Ornithodoros savignyi, se transmite por ingestión de leche de camello no pasteurizada, o se transmite por entrada a través de herida cutánea. La infección presenta entre sus síntomas dolor de cabeza, dolor articular, dolor muscular, vómitos, trombocitopenia y fiebre hemorrágica.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.45885	JAB-quick			MANUALLY TRANSLATED
DOID:0050308	rdfs:label	Alkhurma hemorrhagic fever	fiebre hemorrágica de Alkhurma	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-PREDICATE	0.99				PASSED AUTOMATED REVIEW
DOID:0050331	oboInOwl:hasExactSynonym	lacrimoauriculodentodigital syndrome	síndrome lácrimoauriculodentodigital	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.7025				MANUALLY TRANSLATED
DOID:0050424	IAO:0000115	An intestinal disease that has_material_basis_in mutations in the APC gene and involves formation of numerous polyps in the epithelium of the large intestine which are initially benign and later transform into colon cancer.	Enfermedad intestinal que tiene_como_base mutaciones en el gen APC e implica la formación de numerosos pólipos en el epitelio del intestino grueso que inicialmente son benignos y posteriormente se transforman en cáncer de colon.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.7304999999999999	JAB-quick			MANUALLY TRANSLATED
DOID:0050429	IAO:0000115	A pemphigus that is characterized by recurring blistering most commonly occurring in the folds of the skin and has_material_basis_in mutations in the ATP2C1 gene that result in loss of adhesion within the skin.	Un pénfigo que se caracteriza por la formación recurrente de ampollas que suelen aparecer en los pliegues de la piel y que tiene_como_base mutaciones en el gen ATP2C1 que provocan la pérdida de adherencia dentro de la piel.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.4737	JAB-quick			MANUALLY TRANSLATED
DOID:0050431	oboInOwl:hasExactSynonym	arrhythmogenic right ventricular cardiomyopathy	miocardiopatía arritmogénica del ventrículo derecho	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-PREDICATE	0.99				PASSED AUTOMATED REVIEW
DOID:0050445	IAO:0000115	A rickets has_material_basis_in X-linked mutations in the PHEX gene that lead to increased circulating levels of FGF-23, a phosphate-regulating hormone (phosphatonin), that leads to reduced renal phosphate reabsorption and consequently abnormal bone mineralization.	El raquitismo tiene_como_base mutaciones ligadas al cromosoma X en el gen PHEX que provocan un aumento de los niveles circulantes de FGF-23, una hormona reguladora del fosfato (fosfatonina), que conduce a una menor reabsorción renal de fosfato y, en consecuencia, a una mineralización ósea anormal.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.62815	JAB-quick	[JAB] gen term okay (plural mismatch)		MANUALLY TRANSLATED
DOID:0050445	rdfs:label	X-linked dominant hypophosphatemic rickets	raquitismo hipofosfatémico dominante ligado a X	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-PREDICATE	0.825				PASSED AUTOMATED REVIEW
DOID:0050495	IAO:0000115	A viral infectious disease that results_in infection in infants and children, located_in skin, has_material_basis_in Human herpesvirus 6 or has_material_basis_in Human herpesvirus 7 and has_symptom sudden high fever, and has_symptom red rash that occurs first on the trunk then spreading to legs and neck.	Enfermedad infecciosa vírica que resulta_en infección en bebés y niños, se_ubica_en la piel, tiene_como_base el herpesvirus humano 6 o tiene_como_base el herpesvirus humano 7 y tiene_como_síntoma fiebre alta repentina, y tiene_como_síntoma erupción roja que se produce primero en el tronco y luego se extiende a las piernas y el cuello.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.5126999999999999	JAB-quick			MANUALLY TRANSLATED
DOID:0050508	IAO:0000115	A smallpox that results_in severe infection, located_in skin, has_material_basis_in Variola virus. The infection results_in_formation_of lesions.	Una viruela que resulta_en infección grave, se_ubica_en la piel, tiene_como_base el virus Variola. La infección resulta_en la formación de lesiones.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.4165	JAB-quick			MANUALLY TRANSLATED
DOID:0050516	IAO:0000115	A viral infectious disease that results_in infection located_in joint, has_material_basis_in Onyong-nyong virus, which is transmitted_by Anopheles gambiae, and transmitted_by Anopheles funestus mosquitoes. The infection has_symptom fever, has_symptom arthralgia, has_symptom rash, and has_symptom lymphadenitis.	Enfermedad infecciosa vírica que resulta_en infección que se_ubica_en las articulaciones, tiene_como_base el virus Onyong-nyong, que se_transmite_por el Anopheles gambiae, y se_transmite_por mosquitos Anopheles funestus. La infección tiene_como_síntoma fiebre, tiene_como_síntoma artralgia, tiene_como_síntoma erupción cutánea y tiene_como_síntoma linfadenitis.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.41185000000000005	JAB-quick			MANUALLY TRANSLATED
DOID:0050516	rdfs:label	O'nyong'nyong fever	Fiebre o'nyong'nyong	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-PREDICATE	0.89				PASSED AUTOMATED REVIEW
DOID:0050517	IAO:0000115	A viral infectious disease that results_in infection located_in joint, has_material_basis_in Barmah Forest virus, which is transmitted_by mosquito bite. The infection has_symptom fever, has_symptom arthralgia, and has_symptom rash.	Enfermedad infecciosa vírica que resulta_en infección que se_ubica_en las articulaciones, tiene_como_base el virus del Bosque de Barmah, que se_transmite_por picadura de mosquito. La infección tiene_como_síntoma fiebre, tiene_como_síntoma artralgia y tiene_como_síntoma erupción cutánea.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.42584999999999995	JAB-quick			MANUALLY TRANSLATED
DOID:0050518	IAO:0000115	A viral infectious disease that results_in infection located_in joint, has_material_basis_in Ross River virus, which is transmitted_by Culex, and transmitted_by Aedes mosquitoes. The infection has_symptom fever, has_symptom arthralgia, and has_symptom rash.	Enfermedad infecciosa vírica que resulta_en infección que se_ubica_en las articulaciones, tiene_como_base el virus del río de Ross, que se_transmite_por los mosquitos Culex y Aedes. La infección tiene_como_síntoma fiebre, tiene_como_síntoma artralgia y tiene_como_síntoma erupción cutánea.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.43799999999999994	JAB-quick			MANUALLY TRANSLATED
DOID:0050521	IAO:0000115	A viral infectious disease that results in infection, has_material_basis_in Oropouche virus, which is transmitted by biting midge, Culicoides paraensis. The infection has symptom fever, has symptom chills, has symptom headache, has symptom anorexia, has symptom muscle pain, has symptom joint pain, and has symptom vomiting.	Una enfermedad infecciosa vírica que provoca una infección, tiene_como_base el virus Oropouche, que se transmite por el jején picador, Culicoides paraensis. La infección presenta entre sus síntomas fiebre, escalofríos, dolor de cabeza, anorexia, dolor muscular, dolor articular y vómitos.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.4435	JAB-quick			MANUALLY TRANSLATED
DOID:0050522	IAO:0000115	A hemorrhagic fever with renal syndrome that results in infection located in kidney, has_material_basis_in Dobrava-Belgrade virus, which is transmitted by yellow-necked field mouse, Apodemus flavicollis. The infection has symptom headache, has symptom fever, has symptom muscle pains, has symptom facial flush, has symptom petechiae, has symptom proteinuria, and has symptom renal failure.	Una fiebre hemorrágica con síndrome renal que provoca una infección ubicada en el riñón, tiene_como_base el virus de Dobrava-Belgrado, que transmite el ratón de campo de cuello amarillo, Apodemus flavicollis. La infección tiene como síntomas el dolor de cabeza, fiebre, dolores musculares, rubor facial, petequias, proteinuria e insuficiencia renal.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.4828	JAB-quick			MANUALLY TRANSLATED
DOID:0050523	IAO:0000115	A T-cell acute leukemia that results_in abnormal increase of lymphocytes, derives_from T-cells, has_material_basis_in Human T-lymphotropic virus 1 (HTLV-1), which is transmitted_by sexual contact, transmitted_by contaminated needles used by intravenous-drug users, and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.	Una leucemia aguda de células T que resulta_en un aumento anormal de linfocitos, se_deriva_de células T, tiene_como_base el virus linfotrópico T humano 1 (HTLV-1), que se_transmite_por contacto sexual, se_transmite_por agujas contaminadas utilizadas por consumidores de drogas intravenosas, y se_transmite_por lactancia materna. La infección resulta_en la formación de lesiones cutáneas.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.51705	JAB-quick			MANUALLY TRANSLATED
DOID:0050528	IAO:0000115	A syndrome that is characterized by brittle hair, short stature, decreased fertility and cognitive impairment without photosensitivity has_material_basis_in mutations in the TTDN1 gene.	Un síndrome que se caracteriza por cabello quebradizo, baja estatura, disminución de la fertilidad y deterioro cognitivo sin fotosensibilidad que tiene_como_base mutaciones en el gen TTDN1.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.70685	JAB-quick			MANUALLY TRANSLATED
DOID:0050547	IAO:0000115	A thyroid gland medullary carcinoma that has_material_basis_in autosomal dominant inheritance.	Un carcinoma medular de la glándula tiroides que tiene_como_base la herencia autosómica dominante.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.7111	JAB-quick			MANUALLY TRANSLATED
DOID:0050549	IAO:0000115	A syndrome characterized by congenital heart defects, failure to thrive, short stature, cognitive dysfunction, pectus excavatum, coagulation defects and craniofacial defects and that has_material_basis_in the mutation in the Ras/mitogen activated protein kinase.	Síndrome caracterizado por defectos cardíacos congénitos, retraso del crecimiento, baja estatura, disfunción cognitiva, pectus excavatum, defectos de coagulación y defectos craneofaciales y que tiene_como_base la mutación en la proteína cinasa activada por Ras/mitógeno.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-ENTITY	0.5931	JAB-quick			MANUALLY TRANSLATED
DOID:0050549	oboInOwl:hasExactSynonym	type I short rib polydactyly syndrome	síndrome de costillas cortas con polidactilia tipo I	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-ENTITY	0.8				PASSED AUTOMATED REVIEW
DOID:0050549	rdfs:label	Saldino-Noonan syndrome	síndrome de Saldino-Noonan	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-ENTITY	0.99				PASSED AUTOMATED REVIEW
DOID:0050553	IAO:0000115	A proteasome-associated autoinflammatory syndrome that is characterized by early childhood onset of annular erythematous plaques on the face and extremities with subsequent development of partial lipodystrophy and laboratory evidence of immune dysregulation and that has_material_basis_in homozygous mutation in the PSMB8 gene on chromosome 6p21 or a heterozygous mutation in the PSMB8 gene and a heterozygous mutation in either the PSMA3 gene on chromosome 14q23 or in the PSMB4 gene on chromosome 1q21.	Un síndrome autoinflamatorio asociado al proteasoma que se caracteriza por la aparición en la infancia temprana de placas eritematosas anulares en la cara y las extremidades con el desarrollo posterior de lipodistrofia parcial y pruebas de laboratorio de desregulación inmunitaria y que tiene_como_base una mutación homocigota en el gen PSMB8 en el cromosoma 6p21 o una mutación heterocigota en el gen PSMB8 y una mutación heterocigota en el gen PSMA3 en el cromosoma 14q23 o en el gen PSMB4 en el cromosoma 1q21.	The Spanish Group (https://thespanishgroup.org/)	en	es	DEPRECATED-SOURCE TEXT	0.5345500000000001	JAB-quick			MANUALLY TRANSLATED
